"institution","rank","agency","dollars"
"Hawaii Pacific U.",470,"dod",0
"Hawaii Pacific U.",470,"doe",0
"Hawaii Pacific U.",470,"hhs",921000
"Hawaii Pacific U.",470,"nasa",0
"Hawaii Pacific U.",470,"nsf",271000
"Hawaii Pacific U.",470,"usda",91000
"Hawaii Pacific U.",470,"othera",659000
"Texas A&M U.-Commerce",471,"all federal r d expenditures",1936000
"Texas A&M U.-Commerce",471,"dod",24000
"Texas A&M U.-Commerce",471,"doe",152000
"Texas A&M U.-Commerce",471,"hhs",0
"Texas A&M U.-Commerce",471,"nasa",28000
"Texas A&M U.-Commerce",471,"nsf",849000
"Texas A&M U.-Commerce",471,"usda",231000
"Texas A&M U.-Commerce",471,"othera",652000
"Black Hills State U.",472,"all federal r d expenditures",1918000
"Black Hills State U.",472,"dod",0
"Black Hills State U.",472,"doe",0
"Black Hills State U.",472,"hhs",1025000
"Black Hills State U.",472,"nasa",0
"Black Hills State U.",472,"nsf",839000
"Black Hills State U.",472,"usda",0
"Black Hills State U.",472,"othera",54000
"CUNY, Baruch C.",473,"all federal r d expenditures",1879000
"CUNY, Baruch C.",473,"dod",56000
"CUNY, Baruch C.",473,"doe",347000
"CUNY, Baruch C.",473,"hhs",583000
"CUNY, Baruch C.",473,"nasa",13000
"CUNY, Baruch C.",473,"nsf",813000
"CUNY, Baruch C.",473,"usda",0
"CUNY, Baruch C.",473,"othera",67000
"Kean U.",474,"all federal r d expenditures",1870000
"Kean U.",474,"dod",0
"Kean U.",474,"doe",0
"Kean U.",474,"hhs",244000
"Kean U.",474,"nasa",0
"Kean U.",474,"nsf",979000
"Kean U.",474,"usda",0
"Kean U.",474,"othera",647000
"Coastal Carolina U.",475,"all federal r d expenditures",1847000
"Coastal Carolina U.",475,"dod",73000
"Coastal Carolina U.",475,"doe",231000
"Coastal Carolina U.",475,"hhs",4e+05
"Coastal Carolina U.",475,"nasa",10000
"Coastal Carolina U.",475,"nsf",602000
"Coastal Carolina U.",475,"usda",0
"Coastal Carolina U.",475,"othera",531000
"Fayetteville State U.",475,"all federal r d expenditures",1847000
"Fayetteville State U.",475,"dod",235000
"Fayetteville State U.",475,"doe",0
"Fayetteville State U.",475,"hhs",593000
"Fayetteville State U.",475,"nasa",0
"Fayetteville State U.",475,"nsf",1019000
"Fayetteville State U.",475,"usda",0
"Fayetteville State U.",475,"othera",0
"U. Central Arkansas",477,"all federal r d expenditures",1824000
"U. Central Arkansas",477,"dod",0
"U. Central Arkansas",477,"doe",10000
"U. Central Arkansas",477,"hhs",1210000
"U. Central Arkansas",477,"nasa",50000
"U. Central Arkansas",477,"nsf",333000
"U. Central Arkansas",477,"usda",60000
"U. Central Arkansas",477,"othera",161000
"U. Puerto Rico, Humacao",478,"all federal r d expenditures",1822000
"U. Puerto Rico, Humacao",478,"dod",0
"U. Puerto Rico, Humacao",478,"doe",0
"U. Puerto Rico, Humacao",478,"hhs",420000
"U. Puerto Rico, Humacao",478,"nasa",236000
"U. Puerto Rico, Humacao",478,"nsf",1104000
"U. Puerto Rico, Humacao",478,"usda",0
"U. Puerto Rico, Humacao",478,"othera",62000
"Grand Valley State U.",479,"all federal r d expenditures",1808000
"Grand Valley State U.",479,"dod",0
"Grand Valley State U.",479,"doe",0
"Grand Valley State U.",479,"hhs",626000
"Grand Valley State U.",479,"nasa",262000
"Grand Valley State U.",479,"nsf",391000
"Grand Valley State U.",479,"usda",0
"Grand Valley State U.",479,"othera",529000
"Lawrence Technological U.",480,"all federal r d expenditures",1786000
"Lawrence Technological U.",480,"dod",70000
"Lawrence Technological U.",480,"doe",44000
"Lawrence Technological U.",480,"hhs",0
"Lawrence Technological U.",480,"nasa",0
"Lawrence Technological U.",480,"nsf",356000
"Lawrence Technological U.",480,"usda",0
"Lawrence Technological U.",480,"othera",1316000
"California State U., Channel Islands",481,"all federal r d expenditures",1773000
"California State U., Channel Islands",481,"dod",14000
"California State U., Channel Islands",481,"doe",125000
"California State U., Channel Islands",481,"hhs",394000
"California State U., Channel Islands",481,"nasa",0
"California State U., Channel Islands",481,"nsf",1186000
"California State U., Channel Islands",481,"usda",0
"California State U., Channel Islands",481,"othera",54000
"C. New Jersey",482,"all federal r d expenditures",1755000
"C. New Jersey",482,"dod",0
"C. New Jersey",482,"doe",29000
"C. New Jersey",482,"hhs",310000
"C. New Jersey",482,"nasa",175000
"C. New Jersey",482,"nsf",826000
"C. New Jersey",482,"usda",272000
"C. New Jersey",482,"othera",143000
"U. Nebraska, Kearney",483,"all federal r d expenditures",1739000
"U. Nebraska, Kearney",483,"dod",0
"U. Nebraska, Kearney",483,"doe",0
"U. Nebraska, Kearney",483,"hhs",1132000
"U. Nebraska, Kearney",483,"nasa",22000
"U. Nebraska, Kearney",483,"nsf",356000
"U. Nebraska, Kearney",483,"usda",0
"U. Nebraska, Kearney",483,"othera",229000
"Morehead State U.",484,"all federal r d expenditures",1718000
"Morehead State U.",484,"dod",0
"Morehead State U.",484,"doe",0
"Morehead State U.",484,"hhs",181000
"Morehead State U.",484,"nasa",1388000
"Morehead State U.",484,"nsf",145000
"Morehead State U.",484,"usda",0
"Morehead State U.",484,"othera",4000
"Nevada State C.",485,"all federal r d expenditures",1711000
"Nevada State C.",485,"dod",0
"Nevada State C.",485,"doe",0
"Nevada State C.",485,"hhs",815000
"Nevada State C.",485,"nasa",0
"Nevada State C.",485,"nsf",492000
"Nevada State C.",485,"usda",0
"Nevada State C.",485,"othera",404000
"U. Northern Colorado",486,"all federal r d expenditures",1705000
"U. Northern Colorado",486,"dod",10000
"U. Northern Colorado",486,"doe",0
"U. Northern Colorado",486,"hhs",125000
"U. Northern Colorado",486,"nasa",41000
"U. Northern Colorado",486,"nsf",794000
"U. Northern Colorado",486,"usda",116000
"U. Northern Colorado",486,"othera",619000
"Indiana U. Pennsylvania",487,"all federal r d expenditures",1702000
"Indiana U. Pennsylvania",487,"dod",424000
"Indiana U. Pennsylvania",487,"doe",0
"Indiana U. Pennsylvania",487,"hhs",0
"Indiana U. Pennsylvania",487,"nasa",0
"Indiana U. Pennsylvania",487,"nsf",292000
"Indiana U. Pennsylvania",487,"usda",792000
"Indiana U. Pennsylvania",487,"othera",194000
"Albany State U.",488,"all federal r d expenditures",1681000
"Albany State U.",488,"dod",6000
"Albany State U.",488,"doe",14000
"Albany State U.",488,"hhs",0
"Albany State U.",488,"nasa",64000
"Albany State U.",488,"nsf",462000
"Albany State U.",488,"usda",102000
"Albany State U.",488,"othera",1033000
"Savannah State U.",489,"all federal r d expenditures",1675000
"Savannah State U.",489,"dod",394000
"Savannah State U.",489,"doe",292000
"Savannah State U.",489,"hhs",538000
"Savannah State U.",489,"nasa",0
"Savannah State U.",489,"nsf",328000
"Savannah State U.",489,"usda",0
"Savannah State U.",489,"othera",123000
"Utah Valley U.",490,"all federal r d expenditures",1671000
"Utah Valley U.",490,"dod",0
"Utah Valley U.",490,"doe",0
"Utah Valley U.",490,"hhs",115000
"Utah Valley U.",490,"nasa",116000
"Utah Valley U.",490,"nsf",1421000
"Utah Valley U.",490,"usda",18000
"Utah Valley U.",490,"othera",1000
"Benedict C.",491,"all federal r d expenditures",1665000
"Benedict C.",491,"dod",0
"Benedict C.",491,"doe",467000
"Benedict C.",491,"hhs",299000
"Benedict C.",491,"nasa",116000
"Benedict C.",491,"nsf",316000
"Benedict C.",491,"usda",0
"Benedict C.",491,"othera",467000
"U. Louisiana, Monroe",492,"all federal r d expenditures",1655000
"U. Louisiana, Monroe",492,"dod",0
"U. Louisiana, Monroe",492,"doe",0
"U. Louisiana, Monroe",492,"hhs",1313000
"U. Louisiana, Monroe",492,"nasa",0
"U. Louisiana, Monroe",492,"nsf",15000
"U. Louisiana, Monroe",492,"usda",0
"U. Louisiana, Monroe",492,"othera",327000
"U. Texas, Tyler",493,"all federal r d expenditures",1652000
"U. Texas, Tyler",493,"dod",48000
"U. Texas, Tyler",493,"doe",0
"U. Texas, Tyler",493,"hhs",645000
"U. Texas, Tyler",493,"nasa",4000
"U. Texas, Tyler",493,"nsf",593000
"U. Texas, Tyler",493,"usda",141000
"U. Texas, Tyler",493,"othera",221000
"SUNY, Buffalo State U.",494,"all federal r d expenditures",1615000
"SUNY, Buffalo State U.",494,"dod",53000
"SUNY, Buffalo State U.",494,"doe",0
"SUNY, Buffalo State U.",494,"hhs",12000
"SUNY, Buffalo State U.",494,"nasa",0
"SUNY, Buffalo State U.",494,"nsf",645000
"SUNY, Buffalo State U.",494,"usda",30000
"SUNY, Buffalo State U.",494,"othera",875000
"Mount Holyoke C.",495,"all federal r d expenditures",1612000
"Mount Holyoke C.",495,"dod",0
"Mount Holyoke C.",495,"doe",0
"Mount Holyoke C.",495,"hhs",187000
"Mount Holyoke C.",495,"nasa",95000
"Mount Holyoke C.",495,"nsf",1022000
"Mount Holyoke C.",495,"usda",0
"Mount Holyoke C.",495,"othera",308000
"Western Carolina U.",496,"all federal r d expenditures",1600000
"Western Carolina U.",496,"dod",23000
"Western Carolina U.",496,"doe",0
"Western Carolina U.",496,"hhs",619000
"Western Carolina U.",496,"nasa",32000
"Western Carolina U.",496,"nsf",376000
"Western Carolina U.",496,"usda",115000
"Western Carolina U.",496,"othera",435000
"Pittsburg State U.",497,"all federal r d expenditures",1591000
"Pittsburg State U.",497,"dod",0
"Pittsburg State U.",497,"doe",0
"Pittsburg State U.",497,"hhs",136000
"Pittsburg State U.",497,"nasa",48000
"Pittsburg State U.",497,"nsf",289000
"Pittsburg State U.",497,"usda",14000
"Pittsburg State U.",497,"othera",1104000
"Sul Ross State U.",498,"all federal r d expenditures",1568000
"Sul Ross State U.",498,"dod",0
"Sul Ross State U.",498,"doe",0
"Sul Ross State U.",498,"hhs",0
"Sul Ross State U.",498,"nasa",0
"Sul Ross State U.",498,"nsf",0
"Sul Ross State U.",498,"usda",371000
"Sul Ross State U.",498,"othera",1197000
"Johnson C. Smith U.",499,"all federal r d expenditures",1554000
"Johnson C. Smith U.",499,"dod",0
"Johnson C. Smith U.",499,"doe",0
"Johnson C. Smith U.",499,"hhs",348000
"Johnson C. Smith U.",499,"nasa",0
"Johnson C. Smith U.",499,"nsf",43000
"Johnson C. Smith U.",499,"usda",0
"Johnson C. Smith U.",499,"othera",1163000
"Virginia Military Institute",500,"all federal r d expenditures",1534000
"Virginia Military Institute",500,"dod",1422000
"Virginia Military Institute",500,"doe",0
"Virginia Military Institute",500,"hhs",0
"Virginia Military Institute",500,"nasa",62000
"Virginia Military Institute",500,"nsf",13000
"Virginia Military Institute",500,"usda",37000
"Virginia Military Institute",500,"othera",0
"Colgate U.",501,"all federal r d expenditures",1521000
"Colgate U.",501,"dod",0
"Colgate U.",501,"doe",3000
"Colgate U.",501,"hhs",157000
"Colgate U.",501,"nasa",30000
"Colgate U.",501,"nsf",1270000
"Colgate U.",501,"usda",61000
"Colgate U.",501,"othera",0
"CUNY, York C.",502,"all federal r d expenditures",1504000
"CUNY, York C.",502,"dod",130000
"CUNY, York C.",502,"doe",349000
"CUNY, York C.",502,"hhs",641000
"CUNY, York C.",502,"nasa",25000
"CUNY, York C.",502,"nsf",336000
"CUNY, York C.",502,"usda",0
"CUNY, York C.",502,"othera",23000
"Palmer C. of Chiropractic, Davenport",503,"all federal r d expenditures",1500000
"Palmer C. of Chiropractic, Davenport",503,"dod",0
"Palmer C. of Chiropractic, Davenport",503,"doe",0
"Palmer C. of Chiropractic, Davenport",503,"hhs",1500000
"Palmer C. of Chiropractic, Davenport",503,"nasa",0
"Palmer C. of Chiropractic, Davenport",503,"nsf",0
"Palmer C. of Chiropractic, Davenport",503,"usda",0
"Palmer C. of Chiropractic, Davenport",503,"othera",0
"U. Houston-Downtown",504,"all federal r d expenditures",1495000
"U. Houston-Downtown",504,"dod",43000
"U. Houston-Downtown",504,"doe",0
"U. Houston-Downtown",504,"hhs",129000
"U. Houston-Downtown",504,"nasa",0
"U. Houston-Downtown",504,"nsf",331000
"U. Houston-Downtown",504,"usda",0
"U. Houston-Downtown",504,"othera",992000
"Lake Superior State U.",505,"all federal r d expenditures",1475000
"Lake Superior State U.",505,"dod",25000
"Lake Superior State U.",505,"doe",0
"Lake Superior State U.",505,"hhs",0
"Lake Superior State U.",505,"nasa",0
"Lake Superior State U.",505,"nsf",7000
"Lake Superior State U.",505,"usda",0
"Lake Superior State U.",505,"othera",1443000
"Franklin and Marshall C.",506,"all federal r d expenditures",1469000
"Franklin and Marshall C.",506,"dod",0
"Franklin and Marshall C.",506,"doe",0
"Franklin and Marshall C.",506,"hhs",476000
"Franklin and Marshall C.",506,"nasa",24000
"Franklin and Marshall C.",506,"nsf",752000
"Franklin and Marshall C.",506,"usda",0
"Franklin and Marshall C.",506,"othera",217000
"U. Alaska, Southeast",507,"all federal r d expenditures",1463000
"U. Alaska, Southeast",507,"dod",21000
"U. Alaska, Southeast",507,"doe",0
"U. Alaska, Southeast",507,"hhs",41000
"U. Alaska, Southeast",507,"nasa",28000
"U. Alaska, Southeast",507,"nsf",868000
"U. Alaska, Southeast",507,"usda",58000
"U. Alaska, Southeast",507,"othera",447000
"Bates C.",508,"all federal r d expenditures",1455000
"Bates C.",508,"dod",0
"Bates C.",508,"doe",9000
"Bates C.",508,"hhs",319000
"Bates C.",508,"nasa",33000
"Bates C.",508,"nsf",990000
"Bates C.",508,"usda",0
"Bates C.",508,"othera",104000
"Williams C.",508,"all federal r d expenditures",1455000
"Williams C.",508,"dod",91000
"Williams C.",508,"doe",24000
"Williams C.",508,"hhs",431000
"Williams C.",508,"nasa",43000
"Williams C.",508,"nsf",713000
"Williams C.",508,"usda",9000
"Williams C.",508,"othera",144000
"Southern Connecticut State U.",510,"all federal r d expenditures",1433000
"Southern Connecticut State U.",510,"dod",0
"Southern Connecticut State U.",510,"doe",37000
"Southern Connecticut State U.",510,"hhs",458000
"Southern Connecticut State U.",510,"nasa",166000
"Southern Connecticut State U.",510,"nsf",534000
"Southern Connecticut State U.",510,"usda",1e+05
"Southern Connecticut State U.",510,"othera",138000
"Ferris State U.",511,"all federal r d expenditures",1430000
"Ferris State U.",511,"dod",0
"Ferris State U.",511,"doe",0
"Ferris State U.",511,"hhs",1054000
"Ferris State U.",511,"nasa",0
"Ferris State U.",511,"nsf",376000
"Ferris State U.",511,"usda",0
"Ferris State U.",511,"othera",0
"Claremont Graduate U.",512,"all federal r d expenditures",1422000
"Claremont Graduate U.",512,"dod",22000
"Claremont Graduate U.",512,"doe",122000
"Claremont Graduate U.",512,"hhs",75000
"Claremont Graduate U.",512,"nasa",0
"Claremont Graduate U.",512,"nsf",212000
"Claremont Graduate U.",512,"usda",0
"Claremont Graduate U.",512,"othera",991000
"Claflin U.",513,"all federal r d expenditures",1418000
"Claflin U.",513,"dod",19000
"Claflin U.",513,"doe",571000
"Claflin U.",513,"hhs",463000
"Claflin U.",513,"nasa",0
"Claflin U.",513,"nsf",365000
"Claflin U.",513,"usda",0
"Claflin U.",513,"othera",0
"Austin Peay State U.",514,"all federal r d expenditures",1401000
"Austin Peay State U.",514,"dod",8000
"Austin Peay State U.",514,"doe",0
"Austin Peay State U.",514,"hhs",16000
"Austin Peay State U.",514,"nasa",11000
"Austin Peay State U.",514,"nsf",287000
"Austin Peay State U.",514,"usda",6000
"Austin Peay State U.",514,"othera",1073000
"West Chester U. Pennsylvania",515,"all federal r d expenditures",1386000
"West Chester U. Pennsylvania",515,"dod",163000
"West Chester U. Pennsylvania",515,"doe",0
"West Chester U. Pennsylvania",515,"hhs",352000
"West Chester U. Pennsylvania",515,"nasa",50000
"West Chester U. Pennsylvania",515,"nsf",705000
"West Chester U. Pennsylvania",515,"usda",0
"West Chester U. Pennsylvania",515,"othera",116000
"U. Richmond",516,"all federal r d expenditures",1379000
"U. Richmond",516,"dod",0
"U. Richmond",516,"doe",122000
"U. Richmond",516,"hhs",193000
"U. Richmond",516,"nasa",85000
"U. Richmond",516,"nsf",680000
"U. Richmond",516,"usda",238000
"U. Richmond",516,"othera",61000
"Oregon Institute of Technology",517,"all federal r d expenditures",1375000
"Oregon Institute of Technology",517,"dod",432000
"Oregon Institute of Technology",517,"doe",77000
"Oregon Institute of Technology",517,"hhs",377000
"Oregon Institute of Technology",517,"nasa",68000
"Oregon Institute of Technology",517,"nsf",199000
"Oregon Institute of Technology",517,"usda",49000
"Oregon Institute of Technology",517,"othera",173000
"Norwich U.",518,"all federal r d expenditures",1366000
"Norwich U.",518,"dod",260000
"Norwich U.",518,"doe",0
"Norwich U.",518,"hhs",1028000
"Norwich U.",518,"nasa",6000
"Norwich U.",518,"nsf",0
"Norwich U.",518,"usda",0
"Norwich U.",518,"othera",72000
"Southeastern Louisiana U.",518,"all federal r d expenditures",1366000
"Southeastern Louisiana U.",518,"dod",0
"Southeastern Louisiana U.",518,"doe",0
"Southeastern Louisiana U.",518,"hhs",613000
"Southeastern Louisiana U.",518,"nasa",33000
"Southeastern Louisiana U.",518,"nsf",489000
"Southeastern Louisiana U.",518,"usda",0
"Southeastern Louisiana U.",518,"othera",231000
"Davidson C.",520,"all federal r d expenditures",1340000
"Davidson C.",520,"dod",0
"Davidson C.",520,"doe",35000
"Davidson C.",520,"hhs",640000
"Davidson C.",520,"nasa",10000
"Davidson C.",520,"nsf",629000
"Davidson C.",520,"usda",25000
"Davidson C.",520,"othera",1000
"New School",521,"all federal r d expenditures",1337000
"New School",521,"dod",0
"New School",521,"doe",37000
"New School",521,"hhs",535000
"New School",521,"nasa",0
"New School",521,"nsf",585000
"New School",521,"usda",0
"New School",521,"othera",180000
"United Tribes Technical C.",521,"all federal r d expenditures",1337000
"United Tribes Technical C.",521,"dod",0
"United Tribes Technical C.",521,"doe",349000
"United Tribes Technical C.",521,"hhs",76000
"United Tribes Technical C.",521,"nasa",0
"United Tribes Technical C.",521,"nsf",559000
"United Tribes Technical C.",521,"usda",153000
"United Tribes Technical C.",521,"othera",2e+05
"U. Oklahoma, Tulsa",523,"all federal r d expenditures",1328000
"U. Oklahoma, Tulsa",523,"dod",0
"U. Oklahoma, Tulsa",523,"doe",0
"U. Oklahoma, Tulsa",523,"hhs",1128000
"U. Oklahoma, Tulsa",523,"nasa",2000
"U. Oklahoma, Tulsa",523,"nsf",115000
"U. Oklahoma, Tulsa",523,"usda",0
"U. Oklahoma, Tulsa",523,"othera",83000
"Furman U.",524,"all federal r d expenditures",1300000
"Furman U.",524,"dod",0
"Furman U.",524,"doe",0
"Furman U.",524,"hhs",314000
"Furman U.",524,"nasa",133000
"Furman U.",524,"nsf",776000
"Furman U.",524,"usda",77000
"Furman U.",524,"othera",0
"U. of the Pacific",524,"all federal r d expenditures",1300000
"U. of the Pacific",524,"dod",18000
"U. of the Pacific",524,"doe",0
"U. of the Pacific",524,"hhs",799000
"U. of the Pacific",524,"nasa",10000
"U. of the Pacific",524,"nsf",473000
"U. of the Pacific",524,"usda",0
"U. of the Pacific",524,"othera",0
"U. Puget Sound",524,"all federal r d expenditures",1300000
"U. Puget Sound",524,"dod",0
"U. Puget Sound",524,"doe",0
"U. Puget Sound",524,"hhs",66000
"U. Puget Sound",524,"nasa",10000
"U. Puget Sound",524,"nsf",1224000
"U. Puget Sound",524,"usda",0
"U. Puget Sound",524,"othera",0
"SUNY, Geneseo",527,"all federal r d expenditures",1292000
"SUNY, Geneseo",527,"dod",0
"SUNY, Geneseo",527,"doe",553000
"SUNY, Geneseo",527,"hhs",82000
"SUNY, Geneseo",527,"nasa",57000
"SUNY, Geneseo",527,"nsf",564000
"SUNY, Geneseo",527,"usda",0
"SUNY, Geneseo",527,"othera",36000
"Bryn Mawr C.",528,"all federal r d expenditures",1289000
"Bryn Mawr C.",528,"dod",0
"Bryn Mawr C.",528,"doe",0
"Bryn Mawr C.",528,"hhs",72000
"Bryn Mawr C.",528,"nasa",18000
"Bryn Mawr C.",528,"nsf",1184000
"Bryn Mawr C.",528,"usda",0
"Bryn Mawr C.",528,"othera",15000
"Skidmore C.",529,"all federal r d expenditures",1288000
"Skidmore C.",529,"dod",0
"Skidmore C.",529,"doe",0
"Skidmore C.",529,"hhs",169000
"Skidmore C.",529,"nasa",14000
"Skidmore C.",529,"nsf",672000
"Skidmore C.",529,"usda",0
"Skidmore C.",529,"othera",433000
"Touro U., California",530,"all federal r d expenditures",1279000
"Touro U., California",530,"dod",0
"Touro U., California",530,"doe",0
"Touro U., California",530,"hhs",1251000
"Touro U., California",530,"nasa",0
"Touro U., California",530,"nsf",28000
"Touro U., California",530,"usda",0
"Touro U., California",530,"othera",0
"U. Houston-Clear Lake",531,"all federal r d expenditures",1273000
"U. Houston-Clear Lake",531,"dod",0
"U. Houston-Clear Lake",531,"doe",0
"U. Houston-Clear Lake",531,"hhs",103000
"U. Houston-Clear Lake",531,"nasa",113000
"U. Houston-Clear Lake",531,"nsf",139000
"U. Houston-Clear Lake",531,"usda",0
"U. Houston-Clear Lake",531,"othera",918000
"U. Hartford",532,"all federal r d expenditures",1269000
"U. Hartford",532,"dod",53000
"U. Hartford",532,"doe",17000
"U. Hartford",532,"hhs",71000
"U. Hartford",532,"nasa",879000
"U. Hartford",532,"nsf",52000
"U. Hartford",532,"usda",0
"U. Hartford",532,"othera",197000
"Albany C. of Pharmacy and Health Sciences",533,"all federal r d expenditures",1256000
"Albany C. of Pharmacy and Health Sciences",533,"dod",0
"Albany C. of Pharmacy and Health Sciences",533,"doe",0
"Albany C. of Pharmacy and Health Sciences",533,"hhs",1256000
"Albany C. of Pharmacy and Health Sciences",533,"nasa",0
"Albany C. of Pharmacy and Health Sciences",533,"nsf",0
"Albany C. of Pharmacy and Health Sciences",533,"usda",0
"Albany C. of Pharmacy and Health Sciences",533,"othera",0
"U. Wisconsin-Oshkosh",534,"all federal r d expenditures",1249000
"U. Wisconsin-Oshkosh",534,"dod",0
"U. Wisconsin-Oshkosh",534,"doe",0
"U. Wisconsin-Oshkosh",534,"hhs",538000
"U. Wisconsin-Oshkosh",534,"nasa",0
"U. Wisconsin-Oshkosh",534,"nsf",533000
"U. Wisconsin-Oshkosh",534,"usda",0
"U. Wisconsin-Oshkosh",534,"othera",178000
"Erikson Institute",535,"all federal r d expenditures",1245000
"Erikson Institute",535,"dod",0
"Erikson Institute",535,"doe",0
"Erikson Institute",535,"hhs",0
"Erikson Institute",535,"nasa",0
"Erikson Institute",535,"nsf",0
"Erikson Institute",535,"usda",0
"Erikson Institute",535,"othera",1245000
"U. Hawaii, Maui C.",536,"all federal r d expenditures",1234000
"U. Hawaii, Maui C.",536,"dod",0
"U. Hawaii, Maui C.",536,"doe",6000
"U. Hawaii, Maui C.",536,"hhs",59000
"U. Hawaii, Maui C.",536,"nasa",0
"U. Hawaii, Maui C.",536,"nsf",801000
"U. Hawaii, Maui C.",536,"usda",214000
"U. Hawaii, Maui C.",536,"othera",154000
"Texas A&M U.-San Antonio",537,"all federal r d expenditures",1233000
"Texas A&M U.-San Antonio",537,"dod",0
"Texas A&M U.-San Antonio",537,"doe",0
"Texas A&M U.-San Antonio",537,"hhs",38000
"Texas A&M U.-San Antonio",537,"nasa",0
"Texas A&M U.-San Antonio",537,"nsf",581000
"Texas A&M U.-San Antonio",537,"usda",42000
"Texas A&M U.-San Antonio",537,"othera",572000
"Yeshiva U.",538,"all federal r d expenditures",1229000
"Yeshiva U.",538,"dod",23000
"Yeshiva U.",538,"doe",0
"Yeshiva U.",538,"hhs",559000
"Yeshiva U.",538,"nasa",0
"Yeshiva U.",538,"nsf",419000
"Yeshiva U.",538,"usda",129000
"Yeshiva U.",538,"othera",99000
"Dillard U.",539,"all federal r d expenditures",1228000
"Dillard U.",539,"dod",160000
"Dillard U.",539,"doe",16000
"Dillard U.",539,"hhs",96000
"Dillard U.",539,"nasa",59000
"Dillard U.",539,"nsf",534000
"Dillard U.",539,"usda",0
"Dillard U.",539,"othera",363000
"U. Wisconsin-Green Bay",540,"all federal r d expenditures",1222000
"U. Wisconsin-Green Bay",540,"dod",178000
"U. Wisconsin-Green Bay",540,"doe",76000
"U. Wisconsin-Green Bay",540,"hhs",660000
"U. Wisconsin-Green Bay",540,"nasa",37000
"U. Wisconsin-Green Bay",540,"nsf",152000
"U. Wisconsin-Green Bay",540,"usda",14000
"U. Wisconsin-Green Bay",540,"othera",105000
"Pomona C.",541,"all federal r d expenditures",1205000
"Pomona C.",541,"dod",50000
"Pomona C.",541,"doe",0
"Pomona C.",541,"hhs",335000
"Pomona C.",541,"nasa",65000
"Pomona C.",541,"nsf",755000
"Pomona C.",541,"usda",0
"Pomona C.",541,"othera",0
"Vassar C.",542,"all federal r d expenditures",1204000
"Vassar C.",542,"dod",0
"Vassar C.",542,"doe",0
"Vassar C.",542,"hhs",486000
"Vassar C.",542,"nasa",11000
"Vassar C.",542,"nsf",707000
"Vassar C.",542,"usda",0
"Vassar C.",542,"othera",0
"Florida Polytechnic U.",543,"all federal r d expenditures",1172000
"Florida Polytechnic U.",543,"dod",19000
"Florida Polytechnic U.",543,"doe",364000
"Florida Polytechnic U.",543,"hhs",4e+05
"Florida Polytechnic U.",543,"nasa",18000
"Florida Polytechnic U.",543,"nsf",174000
"Florida Polytechnic U.",543,"usda",0
"Florida Polytechnic U.",543,"othera",197000
"Seattle U.",544,"all federal r d expenditures",1165000
"Seattle U.",544,"dod",16000
"Seattle U.",544,"doe",0
"Seattle U.",544,"hhs",350000
"Seattle U.",544,"nasa",0
"Seattle U.",544,"nsf",759000
"Seattle U.",544,"usda",40000
"Seattle U.",544,"othera",0
"California State U., Stanislaus",545,"all federal r d expenditures",1150000
"California State U., Stanislaus",545,"dod",0
"California State U., Stanislaus",545,"doe",5000
"California State U., Stanislaus",545,"hhs",99000
"California State U., Stanislaus",545,"nasa",37000
"California State U., Stanislaus",545,"nsf",670000
"California State U., Stanislaus",545,"usda",0
"California State U., Stanislaus",545,"othera",339000
"Lafayette C.",546,"all federal r d expenditures",1141000
"Lafayette C.",546,"dod",99000
"Lafayette C.",546,"doe",16000
"Lafayette C.",546,"hhs",109000
"Lafayette C.",546,"nasa",38000
"Lafayette C.",546,"nsf",805000
"Lafayette C.",546,"usda",0
"Lafayette C.",546,"othera",74000
"SUNY, C. Plattsburgh",547,"all federal r d expenditures",1121000
"SUNY, C. Plattsburgh",547,"dod",0
"SUNY, C. Plattsburgh",547,"doe",0
"SUNY, C. Plattsburgh",547,"hhs",217000
"SUNY, C. Plattsburgh",547,"nasa",270000
"SUNY, C. Plattsburgh",547,"nsf",0
"SUNY, C. Plattsburgh",547,"usda",160000
"SUNY, C. Plattsburgh",547,"othera",474000
"Stephen F. Austin State U.",548,"all federal r d expenditures",1098000
"Stephen F. Austin State U.",548,"dod",0
"Stephen F. Austin State U.",548,"doe",0
"Stephen F. Austin State U.",548,"hhs",0
"Stephen F. Austin State U.",548,"nasa",0
"Stephen F. Austin State U.",548,"nsf",378000
"Stephen F. Austin State U.",548,"usda",591000
"Stephen F. Austin State U.",548,"othera",129000
"Macalester C.",549,"all federal r d expenditures",1094000
"Macalester C.",549,"dod",41000
"Macalester C.",549,"doe",0
"Macalester C.",549,"hhs",88000
"Macalester C.",549,"nasa",7000
"Macalester C.",549,"nsf",882000
"Macalester C.",549,"usda",25000
"Macalester C.",549,"othera",51000
"Elizabeth City State U.",550,"all federal r d expenditures",1093000
"Elizabeth City State U.",550,"dod",0
"Elizabeth City State U.",550,"doe",0
"Elizabeth City State U.",550,"hhs",1000
"Elizabeth City State U.",550,"nasa",0
"Elizabeth City State U.",550,"nsf",722000
"Elizabeth City State U.",550,"usda",0
"Elizabeth City State U.",550,"othera",370000
"Kenyon C.",551,"all federal r d expenditures",1092000
"Kenyon C.",551,"dod",0
"Kenyon C.",551,"doe",0
"Kenyon C.",551,"hhs",239000
"Kenyon C.",551,"nasa",0
"Kenyon C.",551,"nsf",811000
"Kenyon C.",551,"usda",42000
