"institution","rank","source","dollars"
"U. Texas, Tyler",495,"state and local government",960000
"U. Texas, Tyler",495,"institution funds",432000
"U. Texas, Tyler",495,"business",227000
"U. Texas, Tyler",495,"nonprofit organizations",187000
"U. Texas, Tyler",495,"all other sources",29000
"New Mexico Highlands U.",496,"all r d expenditures",3468000
"New Mexico Highlands U.",496,"federal government",3416000
"New Mexico Highlands U.",496,"state and local government",0
"New Mexico Highlands U.",496,"institution funds",43000
"New Mexico Highlands U.",496,"business",0
"New Mexico Highlands U.",496,"nonprofit organizations",0
"New Mexico Highlands U.",496,"all other sources",9000
"Roger Williams U.",497,"all r d expenditures",3465000
"Roger Williams U.",497,"federal government",1973000
"Roger Williams U.",497,"state and local government",102000
"Roger Williams U.",497,"institution funds",912000
"Roger Williams U.",497,"business",72000
"Roger Williams U.",497,"nonprofit organizations",406000
"Roger Williams U.",497,"all other sources",0
"Fort Lewis C.",498,"all r d expenditures",3372000
"Fort Lewis C.",498,"federal government",2816000
"Fort Lewis C.",498,"state and local government",23000
"Fort Lewis C.",498,"institution funds",143000
"Fort Lewis C.",498,"business",6000
"Fort Lewis C.",498,"nonprofit organizations",384000
"Fort Lewis C.",498,"all other sources",0
"Bowdoin C.",499,"all r d expenditures",3339000
"Bowdoin C.",499,"federal government",2186000
"Bowdoin C.",499,"state and local government",71000
"Bowdoin C.",499,"institution funds",901000
"Bowdoin C.",499,"business",0
"Bowdoin C.",499,"nonprofit organizations",102000
"Bowdoin C.",499,"all other sources",79000
"Milwaukee School of Engineering",500,"all r d expenditures",3317000
"Milwaukee School of Engineering",500,"federal government",722000
"Milwaukee School of Engineering",500,"state and local government",0
"Milwaukee School of Engineering",500,"institution funds",71000
"Milwaukee School of Engineering",500,"business",2509000
"Milwaukee School of Engineering",500,"nonprofit organizations",15000
"Milwaukee School of Engineering",500,"all other sources",0
"Hamilton C.",501,"all r d expenditures",3285000
"Hamilton C.",501,"federal government",413000
"Hamilton C.",501,"state and local government",0
"Hamilton C.",501,"institution funds",1813000
"Hamilton C.",501,"business",0
"Hamilton C.",501,"nonprofit organizations",819000
"Hamilton C.",501,"all other sources",240000
"Youngstown State U.",502,"all r d expenditures",3244000
"Youngstown State U.",502,"federal government",2691000
"Youngstown State U.",502,"state and local government",244000
"Youngstown State U.",502,"institution funds",207000
"Youngstown State U.",502,"business",47000
"Youngstown State U.",502,"nonprofit organizations",55000
"Youngstown State U.",502,"all other sources",0
"Alabama State U.",503,"all r d expenditures",3229000
"Alabama State U.",503,"federal government",2848000
"Alabama State U.",503,"state and local government",0
"Alabama State U.",503,"institution funds",0
"Alabama State U.",503,"business",296000
"Alabama State U.",503,"nonprofit organizations",85000
"Alabama State U.",503,"all other sources",0
"Murray State U.",504,"all r d expenditures",3193000
"Murray State U.",504,"federal government",2058000
"Murray State U.",504,"state and local government",29000
"Murray State U.",504,"institution funds",993000
"Murray State U.",504,"business",79000
"Murray State U.",504,"nonprofit organizations",34000
"Murray State U.",504,"all other sources",0
"Winthrop U.",505,"all r d expenditures",3189000
"Winthrop U.",505,"federal government",2358000
"Winthrop U.",505,"state and local government",54000
"Winthrop U.",505,"institution funds",707000
"Winthrop U.",505,"business",7000
"Winthrop U.",505,"nonprofit organizations",63000
"Winthrop U.",505,"all other sources",0
"Saginaw Valley State U.",506,"all r d expenditures",3143000
"Saginaw Valley State U.",506,"federal government",2503000
"Saginaw Valley State U.",506,"state and local government",0
"Saginaw Valley State U.",506,"institution funds",476000
"Saginaw Valley State U.",506,"business",6000
"Saginaw Valley State U.",506,"nonprofit organizations",138000
"Saginaw Valley State U.",506,"all other sources",20000
"U. Central Arkansas",507,"all r d expenditures",3092000
"U. Central Arkansas",507,"federal government",1824000
"U. Central Arkansas",507,"state and local government",583000
"U. Central Arkansas",507,"institution funds",615000
"U. Central Arkansas",507,"business",40000
"U. Central Arkansas",507,"nonprofit organizations",11000
"U. Central Arkansas",507,"all other sources",19000
"U. Richmond",508,"all r d expenditures",3058000
"U. Richmond",508,"federal government",1379000
"U. Richmond",508,"state and local government",0
"U. Richmond",508,"institution funds",1218000
"U. Richmond",508,"business",0
"U. Richmond",508,"nonprofit organizations",436000
"U. Richmond",508,"all other sources",25000
"Minnesota State U., Mankato",509,"all r d expenditures",3055000
"Minnesota State U., Mankato",509,"federal government",905000
"Minnesota State U., Mankato",509,"state and local government",196000
"Minnesota State U., Mankato",509,"institution funds",1537000
"Minnesota State U., Mankato",509,"business",0
"Minnesota State U., Mankato",509,"nonprofit organizations",45000
"Minnesota State U., Mankato",509,"all other sources",372000
"Dine C.",510,"all r d expenditures",3054000
"Dine C.",510,"federal government",2255000
"Dine C.",510,"state and local government",262000
"Dine C.",510,"institution funds",223000
"Dine C.",510,"business",0
"Dine C.",510,"nonprofit organizations",314000
"Dine C.",510,"all other sources",0
"Marian U., Indianapolis",511,"all r d expenditures",3009000
"Marian U., Indianapolis",511,"federal government",918000
"Marian U., Indianapolis",511,"state and local government",0
"Marian U., Indianapolis",511,"institution funds",1709000
"Marian U., Indianapolis",511,"business",18000
"Marian U., Indianapolis",511,"nonprofit organizations",172000
"Marian U., Indianapolis",511,"all other sources",192000
"Pittsburg State U.",512,"all r d expenditures",2979000
"Pittsburg State U.",512,"federal government",1591000
"Pittsburg State U.",512,"state and local government",633000
"Pittsburg State U.",512,"institution funds",NA
"Pittsburg State U.",512,"business",755000
"Pittsburg State U.",512,"nonprofit organizations",0
"Pittsburg State U.",512,"all other sources",0
"Middlebury C.",513,"all r d expenditures",2975000
"Middlebury C.",513,"federal government",2564000
"Middlebury C.",513,"state and local government",10000
"Middlebury C.",513,"institution funds",25000
"Middlebury C.",513,"business",0
"Middlebury C.",513,"nonprofit organizations",376000
"Middlebury C.",513,"all other sources",0
"East Stroudsburg U. Pennsylvania",514,"all r d expenditures",2928000
"East Stroudsburg U. Pennsylvania",514,"federal government",909000
"East Stroudsburg U. Pennsylvania",514,"state and local government",1421000
"East Stroudsburg U. Pennsylvania",514,"institution funds",546000
"East Stroudsburg U. Pennsylvania",514,"business",0
"East Stroudsburg U. Pennsylvania",514,"nonprofit organizations",52000
"East Stroudsburg U. Pennsylvania",514,"all other sources",0
"Davidson C.",515,"all r d expenditures",2926000
"Davidson C.",515,"federal government",1340000
"Davidson C.",515,"state and local government",11000
"Davidson C.",515,"institution funds",915000
"Davidson C.",515,"business",12000
"Davidson C.",515,"nonprofit organizations",492000
"Davidson C.",515,"all other sources",156000
"U. Wisconsin-La Crosse",516,"all r d expenditures",2921000
"U. Wisconsin-La Crosse",516,"federal government",714000
"U. Wisconsin-La Crosse",516,"state and local government",804000
"U. Wisconsin-La Crosse",516,"institution funds",639000
"U. Wisconsin-La Crosse",516,"business",709000
"U. Wisconsin-La Crosse",516,"nonprofit organizations",44000
"U. Wisconsin-La Crosse",516,"all other sources",11000
"Hawaii Pacific U.",517,"all r d expenditures",2913000
"Hawaii Pacific U.",517,"federal government",1942000
"Hawaii Pacific U.",517,"state and local government",0
"Hawaii Pacific U.",517,"institution funds",179000
"Hawaii Pacific U.",517,"business",438000
"Hawaii Pacific U.",517,"nonprofit organizations",344000
"Hawaii Pacific U.",517,"all other sources",10000
"St. Cloud State U.",518,"all r d expenditures",2901000
"St. Cloud State U.",518,"federal government",689000
"St. Cloud State U.",518,"state and local government",305000
"St. Cloud State U.",518,"institution funds",719000
"St. Cloud State U.",518,"business",835000
"St. Cloud State U.",518,"nonprofit organizations",145000
"St. Cloud State U.",518,"all other sources",208000
"Touro U., California",519,"all r d expenditures",2877000
"Touro U., California",519,"federal government",1279000
"Touro U., California",519,"state and local government",0
"Touro U., California",519,"institution funds",1405000
"Touro U., California",519,"business",79000
"Touro U., California",519,"nonprofit organizations",0
"Touro U., California",519,"all other sources",114000
"Southeastern Louisiana U.",520,"all r d expenditures",2858000
"Southeastern Louisiana U.",520,"federal government",1366000
"Southeastern Louisiana U.",520,"state and local government",237000
"Southeastern Louisiana U.",520,"institution funds",758000
"Southeastern Louisiana U.",520,"business",472000
"Southeastern Louisiana U.",520,"nonprofit organizations",25000
"Southeastern Louisiana U.",520,"all other sources",0
"CUNY, New York City C. of Technology",521,"all r d expenditures",2819000
"CUNY, New York City C. of Technology",521,"federal government",2498000
"CUNY, New York City C. of Technology",521,"state and local government",30000
"CUNY, New York City C. of Technology",521,"institution funds",241000
"CUNY, New York City C. of Technology",521,"business",10000
"CUNY, New York City C. of Technology",521,"nonprofit organizations",16000
"CUNY, New York City C. of Technology",521,"all other sources",24000
"Purdue U., Fort Wayne",522,"all r d expenditures",2804000
"Purdue U., Fort Wayne",522,"federal government",226000
"Purdue U., Fort Wayne",522,"state and local government",455000
"Purdue U., Fort Wayne",522,"institution funds",1087000
"Purdue U., Fort Wayne",522,"business",172000
"Purdue U., Fort Wayne",522,"nonprofit organizations",291000
"Purdue U., Fort Wayne",522,"all other sources",573000
"U. Wisconsin-Green Bay",523,"all r d expenditures",2801000
"U. Wisconsin-Green Bay",523,"federal government",1222000
"U. Wisconsin-Green Bay",523,"state and local government",556000
"U. Wisconsin-Green Bay",523,"institution funds",868000
"U. Wisconsin-Green Bay",523,"business",52000
"U. Wisconsin-Green Bay",523,"nonprofit organizations",103000
"U. Wisconsin-Green Bay",523,"all other sources",0
"U. Wisconsin-River Falls",524,"all r d expenditures",2772000
"U. Wisconsin-River Falls",524,"federal government",551000
"U. Wisconsin-River Falls",524,"state and local government",1832000
"U. Wisconsin-River Falls",524,"institution funds",39000
"U. Wisconsin-River Falls",524,"business",213000
"U. Wisconsin-River Falls",524,"nonprofit organizations",0
"U. Wisconsin-River Falls",524,"all other sources",137000
"U. Texas of the Permian Basin",525,"all r d expenditures",2769000
"U. Texas of the Permian Basin",525,"federal government",1013000
"U. Texas of the Permian Basin",525,"state and local government",525000
"U. Texas of the Permian Basin",525,"institution funds",832000
"U. Texas of the Permian Basin",525,"business",190000
"U. Texas of the Permian Basin",525,"nonprofit organizations",7000
"U. Texas of the Permian Basin",525,"all other sources",202000
"Lewis and Clark C.",526,"all r d expenditures",2686000
"Lewis and Clark C.",526,"federal government",776000
"Lewis and Clark C.",526,"state and local government",1000
"Lewis and Clark C.",526,"institution funds",1590000
"Lewis and Clark C.",526,"business",0
"Lewis and Clark C.",526,"nonprofit organizations",319000
"Lewis and Clark C.",526,"all other sources",0
"Tougaloo C.",527,"all r d expenditures",2663000
"Tougaloo C.",527,"federal government",2643000
"Tougaloo C.",527,"state and local government",4000
"Tougaloo C.",527,"institution funds",4000
"Tougaloo C.",527,"business",4000
"Tougaloo C.",527,"nonprofit organizations",4000
"Tougaloo C.",527,"all other sources",4000
"Morehead State U.",528,"all r d expenditures",2658000
"Morehead State U.",528,"federal government",1718000
"Morehead State U.",528,"state and local government",381000
"Morehead State U.",528,"institution funds",11000
"Morehead State U.",528,"business",530000
"Morehead State U.",528,"nonprofit organizations",18000
"Morehead State U.",528,"all other sources",0
"C. New Jersey",529,"all r d expenditures",2641000
"C. New Jersey",529,"federal government",1755000
"C. New Jersey",529,"state and local government",72000
"C. New Jersey",529,"institution funds",482000
"C. New Jersey",529,"business",0
"C. New Jersey",529,"nonprofit organizations",332000
"C. New Jersey",529,"all other sources",0
"SUNY, Buffalo State U.",530,"all r d expenditures",2636000
"SUNY, Buffalo State U.",530,"federal government",1615000
"SUNY, Buffalo State U.",530,"state and local government",765000
"SUNY, Buffalo State U.",530,"institution funds",222000
"SUNY, Buffalo State U.",530,"business",0
"SUNY, Buffalo State U.",530,"nonprofit organizations",17000
"SUNY, Buffalo State U.",530,"all other sources",17000
"Bowie State U.",531,"all r d expenditures",2612000
"Bowie State U.",531,"federal government",2469000
"Bowie State U.",531,"state and local government",143000
"Bowie State U.",531,"institution funds",0
"Bowie State U.",531,"business",0
"Bowie State U.",531,"nonprofit organizations",0
"Bowie State U.",531,"all other sources",0
"Marymount U.",532,"all r d expenditures",2601000
"Marymount U.",532,"federal government",396000
"Marymount U.",532,"state and local government",29000
"Marymount U.",532,"institution funds",1983000
"Marymount U.",532,"business",0
"Marymount U.",532,"nonprofit organizations",193000
"Marymount U.",532,"all other sources",0
"Vassar C.",533,"all r d expenditures",2596000
"Vassar C.",533,"federal government",1204000
"Vassar C.",533,"state and local government",20000
"Vassar C.",533,"institution funds",872000
"Vassar C.",533,"business",0
"Vassar C.",533,"nonprofit organizations",490000
"Vassar C.",533,"all other sources",10000
"Albany C. of Pharmacy and Health Sciences",534,"all r d expenditures",2594000
"Albany C. of Pharmacy and Health Sciences",534,"federal government",1256000
"Albany C. of Pharmacy and Health Sciences",534,"state and local government",0
"Albany C. of Pharmacy and Health Sciences",534,"institution funds",882000
"Albany C. of Pharmacy and Health Sciences",534,"business",287000
"Albany C. of Pharmacy and Health Sciences",534,"nonprofit organizations",169000
"Albany C. of Pharmacy and Health Sciences",534,"all other sources",0
"SUNY, Cobleskill",535,"all r d expenditures",2566000
"SUNY, Cobleskill",535,"federal government",730000
"SUNY, Cobleskill",535,"state and local government",1832000
"SUNY, Cobleskill",535,"institution funds",0
"SUNY, Cobleskill",535,"business",4000
"SUNY, Cobleskill",535,"nonprofit organizations",0
"SUNY, Cobleskill",535,"all other sources",0
"Calvin U.",536,"all r d expenditures",2555000
"Calvin U.",536,"federal government",854000
"Calvin U.",536,"state and local government",68000
"Calvin U.",536,"institution funds",330000
"Calvin U.",536,"business",0
"Calvin U.",536,"nonprofit organizations",1060000
"Calvin U.",536,"all other sources",243000
"Eastern Washington U.",537,"all r d expenditures",2546000
"Eastern Washington U.",537,"federal government",1015000
"Eastern Washington U.",537,"state and local government",1198000
"Eastern Washington U.",537,"institution funds",NA
"Eastern Washington U.",537,"business",8000
"Eastern Washington U.",537,"nonprofit organizations",221000
"Eastern Washington U.",537,"all other sources",104000
"Lake Superior State U.",538,"all r d expenditures",2545000
"Lake Superior State U.",538,"federal government",1475000
"Lake Superior State U.",538,"state and local government",166000
"Lake Superior State U.",538,"institution funds",720000
"Lake Superior State U.",538,"business",66000
"Lake Superior State U.",538,"nonprofit organizations",37000
"Lake Superior State U.",538,"all other sources",81000
"Elon U.",539,"all r d expenditures",2544000
"Elon U.",539,"federal government",479000
"Elon U.",539,"state and local government",0
"Elon U.",539,"institution funds",1989000
"Elon U.",539,"business",0
"Elon U.",539,"nonprofit organizations",20000
"Elon U.",539,"all other sources",56000
"Western Carolina U.",540,"all r d expenditures",2543000
"Western Carolina U.",540,"federal government",1600000
"Western Carolina U.",540,"state and local government",337000
"Western Carolina U.",540,"institution funds",378000
"Western Carolina U.",540,"business",171000
"Western Carolina U.",540,"nonprofit organizations",57000
"Western Carolina U.",540,"all other sources",0
"Mount Holyoke C.",541,"all r d expenditures",2533000
"Mount Holyoke C.",541,"federal government",1612000
"Mount Holyoke C.",541,"state and local government",125000
"Mount Holyoke C.",541,"institution funds",504000
"Mount Holyoke C.",541,"business",0
"Mount Holyoke C.",541,"nonprofit organizations",292000
"Mount Holyoke C.",541,"all other sources",0
"Monmouth U.",542,"all r d expenditures",2517000
"Monmouth U.",542,"federal government",762000
"Monmouth U.",542,"state and local government",657000
"Monmouth U.",542,"institution funds",280000
"Monmouth U.",542,"business",168000
"Monmouth U.",542,"nonprofit organizations",612000
"Monmouth U.",542,"all other sources",38000
"U. Illinois, Springfield",543,"all r d expenditures",2508000
"U. Illinois, Springfield",543,"federal government",1057000
"U. Illinois, Springfield",543,"state and local government",426000
"U. Illinois, Springfield",543,"institution funds",818000
"U. Illinois, Springfield",543,"business",0
"U. Illinois, Springfield",543,"nonprofit organizations",207000
"U. Illinois, Springfield",543,"all other sources",0
"Colorado C.",544,"all r d expenditures",2498000
"Colorado C.",544,"federal government",611000
"Colorado C.",544,"state and local government",0
"Colorado C.",544,"institution funds",1e+06
"Colorado C.",544,"business",0
"Colorado C.",544,"nonprofit organizations",887000
"Colorado C.",544,"all other sources",0
"La Sierra U.",545,"all r d expenditures",2496000
"La Sierra U.",545,"federal government",1066000
"La Sierra U.",545,"state and local government",0
"La Sierra U.",545,"institution funds",734000
"La Sierra U.",545,"business",0
"La Sierra U.",545,"nonprofit organizations",696000
"La Sierra U.",545,"all other sources",0
"National Defense U.",546,"all r d expenditures",2494000
"National Defense U.",546,"federal government",2494000
"National Defense U.",546,"state and local government",0
"National Defense U.",546,"institution funds",0
"National Defense U.",546,"business",0
"National Defense U.",546,"nonprofit organizations",0
"National Defense U.",546,"all other sources",0
"New England C. of Optometry",547,"all r d expenditures",2491000
"New England C. of Optometry",547,"federal government",1946000
"New England C. of Optometry",547,"state and local government",56000
"New England C. of Optometry",547,"institution funds",30000
"New England C. of Optometry",547,"business",390000
"New England C. of Optometry",547,"nonprofit organizations",69000
"New England C. of Optometry",547,"all other sources",0
"Franklin W. Olin C. of Engineering",548,"all r d expenditures",2450000
"Franklin W. Olin C. of Engineering",548,"federal government",641000
"Franklin W. Olin C. of Engineering",548,"state and local government",0
"Franklin W. Olin C. of Engineering",548,"institution funds",639000
"Franklin W. Olin C. of Engineering",548,"business",230000
"Franklin W. Olin C. of Engineering",548,"nonprofit organizations",837000
"Franklin W. Olin C. of Engineering",548,"all other sources",103000
"Erikson Institute",549,"all r d expenditures",2414000
"Erikson Institute",549,"federal government",1245000
"Erikson Institute",549,"state and local government",0
"Erikson Institute",549,"institution funds",178000
"Erikson Institute",549,"business",0
"Erikson Institute",549,"nonprofit organizations",991000
"Erikson Institute",549,"all other sources",0
"Wheaton C., Wheaton",550,"all r d expenditures",2403000
"Wheaton C., Wheaton",550,"federal government",428000
"Wheaton C., Wheaton",550,"state and local government",0
"Wheaton C., Wheaton",550,"institution funds",966000
"Wheaton C., Wheaton",550,"business",5000
"Wheaton C., Wheaton",550,"nonprofit organizations",1004000
"Wheaton C., Wheaton",550,"all other sources",0
"Stockton U.",551,"all r d expenditures",2386000
"Stockton U.",551,"federal government",688000
"Stockton U.",551,"state and local government",711000
"Stockton U.",551,"institution funds",815000
"Stockton U.",551,"business",36000
"Stockton U.",551,"nonprofit organizations",74000
"Stockton U.",551,"all other sources",62000
"Skidmore C.",552,"all r d expenditures",2384000
"Skidmore C.",552,"federal government",1288000
"Skidmore C.",552,"state and local government",0
"Skidmore C.",552,"institution funds",510000
"Skidmore C.",552,"business",0
"Skidmore C.",552,"nonprofit organizations",586000
"Skidmore C.",552,"all other sources",0
"Hobart and William Smith Colleges",553,"all r d expenditures",2373000
"Hobart and William Smith Colleges",553,"federal government",1019000
"Hobart and William Smith Colleges",553,"state and local government",526000
"Hobart and William Smith Colleges",553,"institution funds",572000
"Hobart and William Smith Colleges",553,"business",0
"Hobart and William Smith Colleges",553,"nonprofit organizations",136000
"Hobart and William Smith Colleges",553,"all other sources",120000
"Virginia Military Institute",554,"all r d expenditures",2350000
"Virginia Military Institute",554,"federal government",1534000
"Virginia Military Institute",554,"state and local government",296000
"Virginia Military Institute",554,"institution funds",510000
"Virginia Military Institute",554,"business",0
"Virginia Military Institute",554,"nonprofit organizations",10000
"Virginia Military Institute",554,"all other sources",0
"Benedict C.",555,"all r d expenditures",2307000
"Benedict C.",555,"federal government",1665000
"Benedict C.",555,"state and local government",0
"Benedict C.",555,"institution funds",0
"Benedict C.",555,"business",635000
"Benedict C.",555,"nonprofit organizations",7000
"Benedict C.",555,"all other sources",0
"California State U., Stanislaus",556,"all r d expenditures",2305000
"California State U., Stanislaus",556,"federal government",1150000
"California State U., Stanislaus",556,"state and local government",513000
"California State U., Stanislaus",556,"institution funds",168000
"California State U., Stanislaus",556,"business",468000
"California State U., Stanislaus",556,"nonprofit organizations",6000
"California State U., Stanislaus",556,"all other sources",0
"Dillard U.",557,"all r d expenditures",2296000
"Dillard U.",557,"federal government",1228000
"Dillard U.",557,"state and local government",117000
"Dillard U.",557,"institution funds",951000
"Dillard U.",557,"business",0
"Dillard U.",557,"nonprofit organizations",0
"Dillard U.",557,"all other sources",0
"U. of St. Thomas (MN)",558,"all r d expenditures",2280000
"U. of St. Thomas (MN)",558,"federal government",531000
"U. of St. Thomas (MN)",558,"state and local government",499000
"U. of St. Thomas (MN)",558,"institution funds",578000
"U. of St. Thomas (MN)",558,"business",255000
"U. of St. Thomas (MN)",558,"nonprofit organizations",277000
"U. of St. Thomas (MN)",558,"all other sources",140000
"Furman U.",559,"all r d expenditures",2267000
"Furman U.",559,"federal government",1300000
"Furman U.",559,"state and local government",32000
"Furman U.",559,"institution funds",482000
"Furman U.",559,"business",128000
"Furman U.",559,"nonprofit organizations",308000
"Furman U.",559,"all other sources",17000
"Northeastern Illinois U.",560,"all r d expenditures",2262000
"Northeastern Illinois U.",560,"federal government",2262000
"Northeastern Illinois U.",560,"state and local government",0
"Northeastern Illinois U.",560,"institution funds",0
"Northeastern Illinois U.",560,"business",0
"Northeastern Illinois U.",560,"nonprofit organizations",0
"Northeastern Illinois U.",560,"all other sources",0
"Black Hills State U.",561,"all r d expenditures",2260000
"Black Hills State U.",561,"federal government",1918000
"Black Hills State U.",561,"state and local government",82000
"Black Hills State U.",561,"institution funds",258000
"Black Hills State U.",561,"business",0
"Black Hills State U.",561,"nonprofit organizations",2000
"Black Hills State U.",561,"all other sources",0
"Florida Polytechnic U.",561,"all r d expenditures",2260000
"Florida Polytechnic U.",561,"federal government",1172000
"Florida Polytechnic U.",561,"state and local government",141000
"Florida Polytechnic U.",561,"institution funds",723000
"Florida Polytechnic U.",561,"business",183000
"Florida Polytechnic U.",561,"nonprofit organizations",41000
"Florida Polytechnic U.",561,"all other sources",0
"U. South Carolina, Aiken",563,"all r d expenditures",2250000
"U. South Carolina, Aiken",563,"federal government",782000
"U. South Carolina, Aiken",563,"state and local government",0
"U. South Carolina, Aiken",563,"institution funds",1453000
"U. South Carolina, Aiken",563,"business",0
"U. South Carolina, Aiken",563,"nonprofit organizations",15000
"U. South Carolina, Aiken",563,"all other sources",0
"U. of the Incarnate Word",564,"all r d expenditures",2245000
"U. of the Incarnate Word",564,"federal government",1086000
"U. of the Incarnate Word",564,"state and local government",0
"U. of the Incarnate Word",564,"institution funds",1050000
"U. of the Incarnate Word",564,"business",54000
"U. of the Incarnate Word",564,"nonprofit organizations",55000
"U. of the Incarnate Word",564,"all other sources",0
"C. Wooster",565,"all r d expenditures",2209000
"C. Wooster",565,"federal government",594000
"C. Wooster",565,"state and local government",0
"C. Wooster",565,"institution funds",775000
"C. Wooster",565,"business",0
"C. Wooster",565,"nonprofit organizations",840000
"C. Wooster",565,"all other sources",0
"U. Louisiana, Monroe",566,"all r d expenditures",2203000
"U. Louisiana, Monroe",566,"federal government",1655000
"U. Louisiana, Monroe",566,"state and local government",371000
"U. Louisiana, Monroe",566,"institution funds",3000
"U. Louisiana, Monroe",566,"business",30000
"U. Louisiana, Monroe",566,"nonprofit organizations",144000
"U. Louisiana, Monroe",566,"all other sources",0
"U. Wisconsin-Eau Claire",567,"all r d expenditures",2191000
"U. Wisconsin-Eau Claire",567,"federal government",1027000
"U. Wisconsin-Eau Claire",567,"state and local government",509000
"U. Wisconsin-Eau Claire",567,"institution funds",389000
"U. Wisconsin-Eau Claire",567,"business",248000
"U. Wisconsin-Eau Claire",567,"nonprofit organizations",10000
"U. Wisconsin-Eau Claire",567,"all other sources",8000
"U. Ana G. Mendez, Gurabo",568,"all r d expenditures",2132000
"U. Ana G. Mendez, Gurabo",568,"federal government",2132000
"U. Ana G. Mendez, Gurabo",568,"state and local government",0
"U. Ana G. Mendez, Gurabo",568,"institution funds",0
"U. Ana G. Mendez, Gurabo",568,"business",0
"U. Ana G. Mendez, Gurabo",568,"nonprofit organizations",0
"U. Ana G. Mendez, Gurabo",568,"all other sources",0
"U. Houston-Clear Lake",569,"all r d expenditures",2127000
"U. Houston-Clear Lake",569,"federal government",1273000
"U. Houston-Clear Lake",569,"state and local government",251000
"U. Houston-Clear Lake",569,"institution funds",48000
"U. Houston-Clear Lake",569,"business",533000
"U. Houston-Clear Lake",569,"nonprofit organizations",22000
"U. Houston-Clear Lake",569,"all other sources",0
"Bates C.",570,"all r d expenditures",2118000
"Bates C.",570,"federal government",1455000
"Bates C.",570,"state and local government",0
"Bates C.",570,"institution funds",349000
"Bates C.",570,"business",0
"Bates C.",570,"nonprofit organizations",272000
"Bates C.",570,"all other sources",42000
"U. Wisconsin-Oshkosh",571,"all r d expenditures",2087000
"U. Wisconsin-Oshkosh",571,"federal government",1249000
"U. Wisconsin-Oshkosh",571,"state and local government",136000
"U. Wisconsin-Oshkosh",571,"institution funds",545000
"U. Wisconsin-Oshkosh",571,"business",157000
"U. Wisconsin-Oshkosh",571,"nonprofit organizations",0
"U. Wisconsin-Oshkosh",571,"all other sources",0
"U. Puerto Rico, Humacao",572,"all r d expenditures",2074000
"U. Puerto Rico, Humacao",572,"federal government",1822000
"U. Puerto Rico, Humacao",572,"state and local government",0
"U. Puerto Rico, Humacao",572,"institution funds",252000
"U. Puerto Rico, Humacao",572,"business",0
"U. Puerto Rico, Humacao",572,"nonprofit organizations",0
"U. Puerto Rico, Humacao",572,"all other sources",0
"Northwestern State U. Louisiana",573,"all r d expenditures",2057000
"Northwestern State U. Louisiana",573,"federal government",822000
"Northwestern State U. Louisiana",573,"state and local government",936000
"Northwestern State U. Louisiana",573,"institution funds",299000
"Northwestern State U. Louisiana",573,"business",0
"Northwestern State U. Louisiana",573,"nonprofit organizations",0
"Northwestern State U. Louisiana",573,"all other sources",0
"Utah Valley U.",574,"all r d expenditures",2015000
"Utah Valley U.",574,"federal government",1671000
"Utah Valley U.",574,"state and local government",279000
"Utah Valley U.",574,"institution funds",36000
"Utah Valley U.",574,"business",14000
"Utah Valley U.",574,"nonprofit organizations",15000
"Utah Valley U.",574,"all other sources",0
"Lafayette C.",575,"all r d expenditures",1991000
"Lafayette C.",575,"federal government",1141000
"Lafayette C.",575,"state and local government",23000
"Lafayette C.",575,"institution funds",687000
"Lafayette C.",575,"business",5000
"Lafayette C.",575,"nonprofit organizations",135000
"Lafayette C.",575,"all other sources",0
"U. of the Pacific",576,"all r d expenditures",1972000
"U. of the Pacific",576,"federal government",1300000
"U. of the Pacific",576,"state and local government",586000
"U. of the Pacific",576,"institution funds",NA
"U. of the Pacific",576,"business",9000
"U. of the Pacific",576,"nonprofit organizations",77000
"U. of the Pacific",576,"all other sources",0
"U. Houston-Downtown",577,"all r d expenditures",1967000
"U. Houston-Downtown",577,"federal government",1495000
"U. Houston-Downtown",577,"state and local government",183000
"U. Houston-Downtown",577,"institution funds",140000
"U. Houston-Downtown",577,"business",68000
"U. Houston-Downtown",577,"nonprofit organizations",81000
"U. Houston-Downtown",577,"all other sources",0
"SUNY, Geneseo",578,"all r d expenditures",1958000
"SUNY, Geneseo",578,"federal government",1292000
"SUNY, Geneseo",578,"state and local government",9000
"SUNY, Geneseo",578,"institution funds",491000
"SUNY, Geneseo",578,"business",0
"SUNY, Geneseo",578,"nonprofit organizations",52000
"SUNY, Geneseo",578,"all other sources",114000
"Babson C.",579,"all r d expenditures",1957000
"Babson C.",579,"federal government",224000
"Babson C.",579,"state and local government",0
"Babson C.",579,"institution funds",758000
"Babson C.",579,"business",78000
"Babson C.",579,"nonprofit organizations",131000
"Babson C.",579,"all other sources",766000
"Lipscomb U.",580,"all r d expenditures",1946000
"Lipscomb U.",580,"federal government",309000
"Lipscomb U.",580,"state and local government",0
"Lipscomb U.",580,"institution funds",1571000
"Lipscomb U.",580,"business",8000
"Lipscomb U.",580,"nonprofit organizations",58000
"Lipscomb U.",580,"all other sources",0
"Macalester C.",581,"all r d expenditures",1935000
"Macalester C.",581,"federal government",1094000
"Macalester C.",581,"state and local government",58000
"Macalester C.",581,"institution funds",508000
"Macalester C.",581,"business",0
"Macalester C.",581,"nonprofit organizations",275000
"Macalester C.",581,"all other sources",0
"Albany State U.",582,"all r d expenditures",1932000
"Albany State U.",582,"federal government",1681000
