"institution","rank","source","field","dollars"
"Marian U., Indianapolis",460,"Nonprofit organizations","physical sciences",0
"Marian U., Indianapolis",460,"Nonprofit organizations","psychology",0
"Marian U., Indianapolis",460,"Nonprofit organizations","social sciences",0
"Marian U., Indianapolis",460,"Nonprofit organizations","sciences nec",19000
"Marian U., Indianapolis",460,"Nonprofit organizations","engineering",0
"Marian U., Indianapolis",460,"Nonprofit organizations","all non s e fields",12000
"Missouri State U.",460,"Nonprofit organizations","all r d expenditures",172000
"Missouri State U.",460,"Nonprofit organizations","computer and information sciences",0
"Missouri State U.",460,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Missouri State U.",460,"Nonprofit organizations","life sciences",131000
"Missouri State U.",460,"Nonprofit organizations","mathematics and statistics",0
"Missouri State U.",460,"Nonprofit organizations","physical sciences",23000
"Missouri State U.",460,"Nonprofit organizations","psychology",0
"Missouri State U.",460,"Nonprofit organizations","social sciences",18000
"Missouri State U.",460,"Nonprofit organizations","sciences nec",0
"Missouri State U.",460,"Nonprofit organizations","engineering",0
"Missouri State U.",460,"Nonprofit organizations","all non s e fields",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","all r d expenditures",169000
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","computer and information sciences",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","life sciences",169000
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","mathematics and statistics",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","physical sciences",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","psychology",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","social sciences",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","sciences nec",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","engineering",0
"Albany C. of Pharmacy and Health Sciences",462,"Nonprofit organizations","all non s e fields",0
"Lamar U.",463,"Nonprofit organizations","all r d expenditures",166000
"Lamar U.",463,"Nonprofit organizations","computer and information sciences",0
"Lamar U.",463,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Lamar U.",463,"Nonprofit organizations","life sciences",8000
"Lamar U.",463,"Nonprofit organizations","mathematics and statistics",0
"Lamar U.",463,"Nonprofit organizations","physical sciences",79000
"Lamar U.",463,"Nonprofit organizations","psychology",0
"Lamar U.",463,"Nonprofit organizations","social sciences",37000
"Lamar U.",463,"Nonprofit organizations","sciences nec",0
"Lamar U.",463,"Nonprofit organizations","engineering",18000
"Lamar U.",463,"Nonprofit organizations","all non s e fields",24000
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","all r d expenditures",161000
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","computer and information sciences",0
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",29000
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","life sciences",0
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","mathematics and statistics",6000
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","physical sciences",55000
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","psychology",0
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","social sciences",0
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","sciences nec",0
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","engineering",32000
"Embry-Riddle Aeronautical U.",464,"Nonprofit organizations","all non s e fields",39000
"Harvey Mudd C.",464,"Nonprofit organizations","all r d expenditures",161000
"Harvey Mudd C.",464,"Nonprofit organizations","computer and information sciences",4000
"Harvey Mudd C.",464,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Harvey Mudd C.",464,"Nonprofit organizations","life sciences",4000
"Harvey Mudd C.",464,"Nonprofit organizations","mathematics and statistics",8000
"Harvey Mudd C.",464,"Nonprofit organizations","physical sciences",101000
"Harvey Mudd C.",464,"Nonprofit organizations","psychology",0
"Harvey Mudd C.",464,"Nonprofit organizations","social sciences",0
"Harvey Mudd C.",464,"Nonprofit organizations","sciences nec",19000
"Harvey Mudd C.",464,"Nonprofit organizations","engineering",25000
"Harvey Mudd C.",464,"Nonprofit organizations","all non s e fields",0
"U. North Georgia",466,"Nonprofit organizations","all r d expenditures",157000
"U. North Georgia",466,"Nonprofit organizations","computer and information sciences",0
"U. North Georgia",466,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"U. North Georgia",466,"Nonprofit organizations","life sciences",4000
"U. North Georgia",466,"Nonprofit organizations","mathematics and statistics",0
"U. North Georgia",466,"Nonprofit organizations","physical sciences",43000
"U. North Georgia",466,"Nonprofit organizations","psychology",5000
"U. North Georgia",466,"Nonprofit organizations","social sciences",0
"U. North Georgia",466,"Nonprofit organizations","sciences nec",0
"U. North Georgia",466,"Nonprofit organizations","engineering",0
"U. North Georgia",466,"Nonprofit organizations","all non s e fields",105000
"Radford U.",467,"Nonprofit organizations","all r d expenditures",155000
"Radford U.",467,"Nonprofit organizations","computer and information sciences",6000
"Radford U.",467,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Radford U.",467,"Nonprofit organizations","life sciences",0
"Radford U.",467,"Nonprofit organizations","mathematics and statistics",0
"Radford U.",467,"Nonprofit organizations","physical sciences",0
"Radford U.",467,"Nonprofit organizations","psychology",0
"Radford U.",467,"Nonprofit organizations","social sciences",0
"Radford U.",467,"Nonprofit organizations","sciences nec",149000
"Radford U.",467,"Nonprofit organizations","engineering",0
"Radford U.",467,"Nonprofit organizations","all non s e fields",0
"California State U., Bakersfield",468,"Nonprofit organizations","all r d expenditures",150000
"California State U., Bakersfield",468,"Nonprofit organizations","computer and information sciences",0
"California State U., Bakersfield",468,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",7000
"California State U., Bakersfield",468,"Nonprofit organizations","life sciences",10000
"California State U., Bakersfield",468,"Nonprofit organizations","mathematics and statistics",0
"California State U., Bakersfield",468,"Nonprofit organizations","physical sciences",0
"California State U., Bakersfield",468,"Nonprofit organizations","psychology",0
"California State U., Bakersfield",468,"Nonprofit organizations","social sciences",11000
"California State U., Bakersfield",468,"Nonprofit organizations","sciences nec",0
"California State U., Bakersfield",468,"Nonprofit organizations","engineering",0
"California State U., Bakersfield",468,"Nonprofit organizations","all non s e fields",122000
"St. Cloud State U.",469,"Nonprofit organizations","all r d expenditures",145000
"St. Cloud State U.",469,"Nonprofit organizations","computer and information sciences",0
"St. Cloud State U.",469,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",1000
"St. Cloud State U.",469,"Nonprofit organizations","life sciences",1000
"St. Cloud State U.",469,"Nonprofit organizations","mathematics and statistics",0
"St. Cloud State U.",469,"Nonprofit organizations","physical sciences",0
"St. Cloud State U.",469,"Nonprofit organizations","psychology",0
"St. Cloud State U.",469,"Nonprofit organizations","social sciences",87000
"St. Cloud State U.",469,"Nonprofit organizations","sciences nec",0
"St. Cloud State U.",469,"Nonprofit organizations","engineering",0
"St. Cloud State U.",469,"Nonprofit organizations","all non s e fields",56000
"California State U., Monterey Bay",470,"Nonprofit organizations","all r d expenditures",144000
"California State U., Monterey Bay",470,"Nonprofit organizations","computer and information sciences",0
"California State U., Monterey Bay",470,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",54000
"California State U., Monterey Bay",470,"Nonprofit organizations","life sciences",73000
"California State U., Monterey Bay",470,"Nonprofit organizations","mathematics and statistics",0
"California State U., Monterey Bay",470,"Nonprofit organizations","physical sciences",8000
"California State U., Monterey Bay",470,"Nonprofit organizations","psychology",0
"California State U., Monterey Bay",470,"Nonprofit organizations","social sciences",9000
"California State U., Monterey Bay",470,"Nonprofit organizations","sciences nec",0
"California State U., Monterey Bay",470,"Nonprofit organizations","engineering",0
"California State U., Monterey Bay",470,"Nonprofit organizations","all non s e fields",0
"Des Moines U.",470,"Nonprofit organizations","all r d expenditures",144000
"Des Moines U.",470,"Nonprofit organizations","computer and information sciences",0
"Des Moines U.",470,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",10000
"Des Moines U.",470,"Nonprofit organizations","life sciences",72000
"Des Moines U.",470,"Nonprofit organizations","mathematics and statistics",0
"Des Moines U.",470,"Nonprofit organizations","physical sciences",0
"Des Moines U.",470,"Nonprofit organizations","psychology",0
"Des Moines U.",470,"Nonprofit organizations","social sciences",0
"Des Moines U.",470,"Nonprofit organizations","sciences nec",0
"Des Moines U.",470,"Nonprofit organizations","engineering",0
"Des Moines U.",470,"Nonprofit organizations","all non s e fields",62000
"Hofstra U.",470,"Nonprofit organizations","all r d expenditures",144000
"Hofstra U.",470,"Nonprofit organizations","computer and information sciences",36000
"Hofstra U.",470,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Hofstra U.",470,"Nonprofit organizations","life sciences",63000
"Hofstra U.",470,"Nonprofit organizations","mathematics and statistics",11000
"Hofstra U.",470,"Nonprofit organizations","physical sciences",0
"Hofstra U.",470,"Nonprofit organizations","psychology",8000
"Hofstra U.",470,"Nonprofit organizations","social sciences",13000
"Hofstra U.",470,"Nonprofit organizations","sciences nec",0
"Hofstra U.",470,"Nonprofit organizations","engineering",6000
"Hofstra U.",470,"Nonprofit organizations","all non s e fields",7000
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","all r d expenditures",144000
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","computer and information sciences",0
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","life sciences",137000
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","mathematics and statistics",0
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","physical sciences",0
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","psychology",0
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","social sciences",3000
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","sciences nec",0
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","engineering",4000
"Pennsylvania State U., Altoona",470,"Nonprofit organizations","all non s e fields",0
"U. Louisiana, Monroe",470,"Nonprofit organizations","all r d expenditures",144000
"U. Louisiana, Monroe",470,"Nonprofit organizations","computer and information sciences",0
"U. Louisiana, Monroe",470,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"U. Louisiana, Monroe",470,"Nonprofit organizations","life sciences",140000
"U. Louisiana, Monroe",470,"Nonprofit organizations","mathematics and statistics",0
"U. Louisiana, Monroe",470,"Nonprofit organizations","physical sciences",0
"U. Louisiana, Monroe",470,"Nonprofit organizations","psychology",0
"U. Louisiana, Monroe",470,"Nonprofit organizations","social sciences",4000
"U. Louisiana, Monroe",470,"Nonprofit organizations","sciences nec",0
"U. Louisiana, Monroe",470,"Nonprofit organizations","engineering",0
"U. Louisiana, Monroe",470,"Nonprofit organizations","all non s e fields",0
"New C. Florida",475,"Nonprofit organizations","all r d expenditures",142000
"New C. Florida",475,"Nonprofit organizations","computer and information sciences",10000
"New C. Florida",475,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",12000
"New C. Florida",475,"Nonprofit organizations","life sciences",77000
"New C. Florida",475,"Nonprofit organizations","mathematics and statistics",0
"New C. Florida",475,"Nonprofit organizations","physical sciences",18000
"New C. Florida",475,"Nonprofit organizations","psychology",0
"New C. Florida",475,"Nonprofit organizations","social sciences",0
"New C. Florida",475,"Nonprofit organizations","sciences nec",0
"New C. Florida",475,"Nonprofit organizations","engineering",25000
"New C. Florida",475,"Nonprofit organizations","all non s e fields",0
"Christopher Newport U.",476,"Nonprofit organizations","all r d expenditures",140000
"Christopher Newport U.",476,"Nonprofit organizations","computer and information sciences",0
"Christopher Newport U.",476,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Christopher Newport U.",476,"Nonprofit organizations","life sciences",0
"Christopher Newport U.",476,"Nonprofit organizations","mathematics and statistics",0
"Christopher Newport U.",476,"Nonprofit organizations","physical sciences",88000
"Christopher Newport U.",476,"Nonprofit organizations","psychology",0
"Christopher Newport U.",476,"Nonprofit organizations","social sciences",9000
"Christopher Newport U.",476,"Nonprofit organizations","sciences nec",0
"Christopher Newport U.",476,"Nonprofit organizations","engineering",0
"Christopher Newport U.",476,"Nonprofit organizations","all non s e fields",43000
"Saginaw Valley State U.",477,"Nonprofit organizations","all r d expenditures",138000
"Saginaw Valley State U.",477,"Nonprofit organizations","computer and information sciences",4000
"Saginaw Valley State U.",477,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Saginaw Valley State U.",477,"Nonprofit organizations","life sciences",87000
"Saginaw Valley State U.",477,"Nonprofit organizations","mathematics and statistics",0
"Saginaw Valley State U.",477,"Nonprofit organizations","physical sciences",0
"Saginaw Valley State U.",477,"Nonprofit organizations","psychology",0
"Saginaw Valley State U.",477,"Nonprofit organizations","social sciences",9000
"Saginaw Valley State U.",477,"Nonprofit organizations","sciences nec",0
"Saginaw Valley State U.",477,"Nonprofit organizations","engineering",0
"Saginaw Valley State U.",477,"Nonprofit organizations","all non s e fields",38000
"U. Northern Iowa",478,"Nonprofit organizations","all r d expenditures",137000
"U. Northern Iowa",478,"Nonprofit organizations","computer and information sciences",0
"U. Northern Iowa",478,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"U. Northern Iowa",478,"Nonprofit organizations","life sciences",0
"U. Northern Iowa",478,"Nonprofit organizations","mathematics and statistics",0
"U. Northern Iowa",478,"Nonprofit organizations","physical sciences",0
"U. Northern Iowa",478,"Nonprofit organizations","psychology",0
"U. Northern Iowa",478,"Nonprofit organizations","social sciences",117000
"U. Northern Iowa",478,"Nonprofit organizations","sciences nec",0
"U. Northern Iowa",478,"Nonprofit organizations","engineering",0
"U. Northern Iowa",478,"Nonprofit organizations","all non s e fields",20000
"Hobart and William Smith Colleges",479,"Nonprofit organizations","all r d expenditures",136000
"Hobart and William Smith Colleges",479,"Nonprofit organizations","computer and information sciences",0
"Hobart and William Smith Colleges",479,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",15000
"Hobart and William Smith Colleges",479,"Nonprofit organizations","life sciences",70000
"Hobart and William Smith Colleges",479,"Nonprofit organizations","mathematics and statistics",15000
"Hobart and William Smith Colleges",479,"Nonprofit organizations","physical sciences",20000
"Hobart and William Smith Colleges",479,"Nonprofit organizations","psychology",0
"Hobart and William Smith Colleges",479,"Nonprofit organizations","social sciences",7000
"Hobart and William Smith Colleges",479,"Nonprofit organizations","sciences nec",0
"Hobart and William Smith Colleges",479,"Nonprofit organizations","engineering",0
"Hobart and William Smith Colleges",479,"Nonprofit organizations","all non s e fields",9000
"Lafayette C.",480,"Nonprofit organizations","all r d expenditures",135000
"Lafayette C.",480,"Nonprofit organizations","computer and information sciences",0
"Lafayette C.",480,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Lafayette C.",480,"Nonprofit organizations","life sciences",41000
"Lafayette C.",480,"Nonprofit organizations","mathematics and statistics",0
"Lafayette C.",480,"Nonprofit organizations","physical sciences",21000
"Lafayette C.",480,"Nonprofit organizations","psychology",0
"Lafayette C.",480,"Nonprofit organizations","social sciences",18000
"Lafayette C.",480,"Nonprofit organizations","sciences nec",0
"Lafayette C.",480,"Nonprofit organizations","engineering",42000
"Lafayette C.",480,"Nonprofit organizations","all non s e fields",13000
"U. Arkansas, Little Rock",481,"Nonprofit organizations","all r d expenditures",134000
"U. Arkansas, Little Rock",481,"Nonprofit organizations","computer and information sciences",9000
"U. Arkansas, Little Rock",481,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"U. Arkansas, Little Rock",481,"Nonprofit organizations","life sciences",78000
"U. Arkansas, Little Rock",481,"Nonprofit organizations","mathematics and statistics",0
"U. Arkansas, Little Rock",481,"Nonprofit organizations","physical sciences",0
"U. Arkansas, Little Rock",481,"Nonprofit organizations","psychology",0
"U. Arkansas, Little Rock",481,"Nonprofit organizations","social sciences",19000
"U. Arkansas, Little Rock",481,"Nonprofit organizations","sciences nec",0
"U. Arkansas, Little Rock",481,"Nonprofit organizations","engineering",24000
"U. Arkansas, Little Rock",481,"Nonprofit organizations","all non s e fields",4000
"Central Washington U.",482,"Nonprofit organizations","all r d expenditures",132000
"Central Washington U.",482,"Nonprofit organizations","computer and information sciences",0
"Central Washington U.",482,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",1000
"Central Washington U.",482,"Nonprofit organizations","life sciences",59000
"Central Washington U.",482,"Nonprofit organizations","mathematics and statistics",22000
"Central Washington U.",482,"Nonprofit organizations","physical sciences",4000
"Central Washington U.",482,"Nonprofit organizations","psychology",0
"Central Washington U.",482,"Nonprofit organizations","social sciences",33000
"Central Washington U.",482,"Nonprofit organizations","sciences nec",0
"Central Washington U.",482,"Nonprofit organizations","engineering",2000
"Central Washington U.",482,"Nonprofit organizations","all non s e fields",11000
"Kenyon C.",482,"Nonprofit organizations","all r d expenditures",132000
"Kenyon C.",482,"Nonprofit organizations","computer and information sciences",0
"Kenyon C.",482,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Kenyon C.",482,"Nonprofit organizations","life sciences",31000
"Kenyon C.",482,"Nonprofit organizations","mathematics and statistics",0
"Kenyon C.",482,"Nonprofit organizations","physical sciences",35000
"Kenyon C.",482,"Nonprofit organizations","psychology",0
"Kenyon C.",482,"Nonprofit organizations","social sciences",20000
"Kenyon C.",482,"Nonprofit organizations","sciences nec",0
"Kenyon C.",482,"Nonprofit organizations","engineering",0
"Kenyon C.",482,"Nonprofit organizations","all non s e fields",46000
"Western New England U.",482,"Nonprofit organizations","all r d expenditures",132000
"Western New England U.",482,"Nonprofit organizations","computer and information sciences",0
"Western New England U.",482,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Western New England U.",482,"Nonprofit organizations","life sciences",118000
"Western New England U.",482,"Nonprofit organizations","mathematics and statistics",0
"Western New England U.",482,"Nonprofit organizations","physical sciences",0
"Western New England U.",482,"Nonprofit organizations","psychology",0
"Western New England U.",482,"Nonprofit organizations","social sciences",0
"Western New England U.",482,"Nonprofit organizations","sciences nec",0
"Western New England U.",482,"Nonprofit organizations","engineering",14000
"Western New England U.",482,"Nonprofit organizations","all non s e fields",0
"Babson C.",485,"Nonprofit organizations","all r d expenditures",131000
"Babson C.",485,"Nonprofit organizations","computer and information sciences",0
"Babson C.",485,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Babson C.",485,"Nonprofit organizations","life sciences",0
"Babson C.",485,"Nonprofit organizations","mathematics and statistics",5000
"Babson C.",485,"Nonprofit organizations","physical sciences",0
"Babson C.",485,"Nonprofit organizations","psychology",0
"Babson C.",485,"Nonprofit organizations","social sciences",35000
"Babson C.",485,"Nonprofit organizations","sciences nec",0
"Babson C.",485,"Nonprofit organizations","engineering",0
"Babson C.",485,"Nonprofit organizations","all non s e fields",91000
"U. of the District of Columbia",485,"Nonprofit organizations","all r d expenditures",131000
"U. of the District of Columbia",485,"Nonprofit organizations","computer and information sciences",0
"U. of the District of Columbia",485,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"U. of the District of Columbia",485,"Nonprofit organizations","life sciences",0
"U. of the District of Columbia",485,"Nonprofit organizations","mathematics and statistics",0
"U. of the District of Columbia",485,"Nonprofit organizations","physical sciences",7000
"U. of the District of Columbia",485,"Nonprofit organizations","psychology",0
"U. of the District of Columbia",485,"Nonprofit organizations","social sciences",0
"U. of the District of Columbia",485,"Nonprofit organizations","sciences nec",0
"U. of the District of Columbia",485,"Nonprofit organizations","engineering",20000
"U. of the District of Columbia",485,"Nonprofit organizations","all non s e fields",104000
"U.S. Coast Guard Academy",487,"Nonprofit organizations","all r d expenditures",124000
"U.S. Coast Guard Academy",487,"Nonprofit organizations","computer and information sciences",0
"U.S. Coast Guard Academy",487,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"U.S. Coast Guard Academy",487,"Nonprofit organizations","life sciences",0
"U.S. Coast Guard Academy",487,"Nonprofit organizations","mathematics and statistics",0
"U.S. Coast Guard Academy",487,"Nonprofit organizations","physical sciences",3000
"U.S. Coast Guard Academy",487,"Nonprofit organizations","psychology",0
"U.S. Coast Guard Academy",487,"Nonprofit organizations","social sciences",3000
"U.S. Coast Guard Academy",487,"Nonprofit organizations","sciences nec",0
"U.S. Coast Guard Academy",487,"Nonprofit organizations","engineering",32000
"U.S. Coast Guard Academy",487,"Nonprofit organizations","all non s e fields",86000
"Western Kentucky U.",488,"Nonprofit organizations","all r d expenditures",123000
"Western Kentucky U.",488,"Nonprofit organizations","computer and information sciences",0
"Western Kentucky U.",488,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Western Kentucky U.",488,"Nonprofit organizations","life sciences",25000
"Western Kentucky U.",488,"Nonprofit organizations","mathematics and statistics",0
"Western Kentucky U.",488,"Nonprofit organizations","physical sciences",0
"Western Kentucky U.",488,"Nonprofit organizations","psychology",15000
"Western Kentucky U.",488,"Nonprofit organizations","social sciences",25000
"Western Kentucky U.",488,"Nonprofit organizations","sciences nec",0
"Western Kentucky U.",488,"Nonprofit organizations","engineering",10000
"Western Kentucky U.",488,"Nonprofit organizations","all non s e fields",48000
"CUNY, Brooklyn C.",489,"Nonprofit organizations","all r d expenditures",119000
"CUNY, Brooklyn C.",489,"Nonprofit organizations","computer and information sciences",1000
"CUNY, Brooklyn C.",489,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",6000
"CUNY, Brooklyn C.",489,"Nonprofit organizations","life sciences",0
"CUNY, Brooklyn C.",489,"Nonprofit organizations","mathematics and statistics",4000
"CUNY, Brooklyn C.",489,"Nonprofit organizations","physical sciences",28000
"CUNY, Brooklyn C.",489,"Nonprofit organizations","psychology",0
"CUNY, Brooklyn C.",489,"Nonprofit organizations","social sciences",74000
"CUNY, Brooklyn C.",489,"Nonprofit organizations","sciences nec",0
"CUNY, Brooklyn C.",489,"Nonprofit organizations","engineering",0
"CUNY, Brooklyn C.",489,"Nonprofit organizations","all non s e fields",6000
"U. South Carolina, Beaufort",490,"Nonprofit organizations","all r d expenditures",117000
"U. South Carolina, Beaufort",490,"Nonprofit organizations","computer and information sciences",0
"U. South Carolina, Beaufort",490,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",114000
"U. South Carolina, Beaufort",490,"Nonprofit organizations","life sciences",0
"U. South Carolina, Beaufort",490,"Nonprofit organizations","mathematics and statistics",0
"U. South Carolina, Beaufort",490,"Nonprofit organizations","physical sciences",0
"U. South Carolina, Beaufort",490,"Nonprofit organizations","psychology",0
"U. South Carolina, Beaufort",490,"Nonprofit organizations","social sciences",0
"U. South Carolina, Beaufort",490,"Nonprofit organizations","sciences nec",0
"U. South Carolina, Beaufort",490,"Nonprofit organizations","engineering",0
"U. South Carolina, Beaufort",490,"Nonprofit organizations","all non s e fields",3000
"Tennessee Technological U.",491,"Nonprofit organizations","all r d expenditures",116000
"Tennessee Technological U.",491,"Nonprofit organizations","computer and information sciences",45000
"Tennessee Technological U.",491,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Tennessee Technological U.",491,"Nonprofit organizations","life sciences",13000
"Tennessee Technological U.",491,"Nonprofit organizations","mathematics and statistics",0
"Tennessee Technological U.",491,"Nonprofit organizations","physical sciences",6000
"Tennessee Technological U.",491,"Nonprofit organizations","psychology",0
"Tennessee Technological U.",491,"Nonprofit organizations","social sciences",0
"Tennessee Technological U.",491,"Nonprofit organizations","sciences nec",0
"Tennessee Technological U.",491,"Nonprofit organizations","engineering",49000
"Tennessee Technological U.",491,"Nonprofit organizations","all non s e fields",3000
"CUNY, C. Staten Island",492,"Nonprofit organizations","all r d expenditures",109000
"CUNY, C. Staten Island",492,"Nonprofit organizations","computer and information sciences",0
"CUNY, C. Staten Island",492,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"CUNY, C. Staten Island",492,"Nonprofit organizations","life sciences",7000
"CUNY, C. Staten Island",492,"Nonprofit organizations","mathematics and statistics",19000
"CUNY, C. Staten Island",492,"Nonprofit organizations","physical sciences",42000
"CUNY, C. Staten Island",492,"Nonprofit organizations","psychology",16000
"CUNY, C. Staten Island",492,"Nonprofit organizations","social sciences",0
"CUNY, C. Staten Island",492,"Nonprofit organizations","sciences nec",0
"CUNY, C. Staten Island",492,"Nonprofit organizations","engineering",0
"CUNY, C. Staten Island",492,"Nonprofit organizations","all non s e fields",25000
"Abilene Christian U.",493,"Nonprofit organizations","all r d expenditures",108000
"Abilene Christian U.",493,"Nonprofit organizations","computer and information sciences",0
"Abilene Christian U.",493,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",0
"Abilene Christian U.",493,"Nonprofit organizations","life sciences",47000
"Abilene Christian U.",493,"Nonprofit organizations","mathematics and statistics",0
"Abilene Christian U.",493,"Nonprofit organizations","physical sciences",35000
"Abilene Christian U.",493,"Nonprofit organizations","psychology",0
"Abilene Christian U.",493,"Nonprofit organizations","social sciences",0
"Abilene Christian U.",493,"Nonprofit organizations","sciences nec",0
"Abilene Christian U.",493,"Nonprofit organizations","engineering",0
"Abilene Christian U.",493,"Nonprofit organizations","all non s e fields",26000
"St. Olaf C.",494,"Nonprofit organizations","all r d expenditures",105000
"St. Olaf C.",494,"Nonprofit organizations","computer and information sciences",0
"St. Olaf C.",494,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",20000
"St. Olaf C.",494,"Nonprofit organizations","life sciences",39000
"St. Olaf C.",494,"Nonprofit organizations","mathematics and statistics",0
"St. Olaf C.",494,"Nonprofit organizations","physical sciences",39000
"St. Olaf C.",494,"Nonprofit organizations","psychology",7000
"St. Olaf C.",494,"Nonprofit organizations","social sciences",0
"St. Olaf C.",494,"Nonprofit organizations","sciences nec",0
"St. Olaf C.",494,"Nonprofit organizations","engineering",0
"St. Olaf C.",494,"Nonprofit organizations","all non s e fields",0
"U. Alaska, Southeast",494,"Nonprofit organizations","all r d expenditures",105000
"U. Alaska, Southeast",494,"Nonprofit organizations","computer and information sciences",0
"U. Alaska, Southeast",494,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",35000
"U. Alaska, Southeast",494,"Nonprofit organizations","life sciences",0
"U. Alaska, Southeast",494,"Nonprofit organizations","mathematics and statistics",0
"U. Alaska, Southeast",494,"Nonprofit organizations","physical sciences",0
"U. Alaska, Southeast",494,"Nonprofit organizations","psychology",0
"U. Alaska, Southeast",494,"Nonprofit organizations","social sciences",70000
"U. Alaska, Southeast",494,"Nonprofit organizations","sciences nec",0
"U. Alaska, Southeast",494,"Nonprofit organizations","engineering",0
"U. Alaska, Southeast",494,"Nonprofit organizations","all non s e fields",0
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","all r d expenditures",103000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","computer and information sciences",3000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","geosciences atmospheric sciences and ocean sciences",3000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","life sciences",59000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","mathematics and statistics",2000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","physical sciences",6000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","psychology",1000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","social sciences",5000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","sciences nec",0
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","engineering",16000
"U. Wisconsin-Green Bay",496,"Nonprofit organizations","all non s e fields",8000
