"institution","rank","field","measure_type","dollars"
"Savannah State U.",597,"engineering","All",502000
"Savannah State U.",597,"all non s e fields","All",0
"U. North Georgia",598,"all r d expenditures","All",1643000
"U. North Georgia",598,"computer and information sciences","All",149000
"U. North Georgia",598,"geosciences atmospheric sciences and ocean sciences","All",132000
"U. North Georgia",598,"life sciences","All",77000
"U. North Georgia",598,"mathematics and statistics","All",21000
"U. North Georgia",598,"physical sciences","All",218000
"U. North Georgia",598,"psychology","All",5000
"U. North Georgia",598,"social sciences","All",131000
"U. North Georgia",598,"sciences nec","All",0
"U. North Georgia",598,"engineering","All",0
"U. North Georgia",598,"all non s e fields","All",910000
"Elizabeth City State U.",599,"all r d expenditures","All",1641000
"Elizabeth City State U.",599,"computer and information sciences","All",386000
"Elizabeth City State U.",599,"geosciences atmospheric sciences and ocean sciences","All",0
"Elizabeth City State U.",599,"life sciences","All",495000
"Elizabeth City State U.",599,"mathematics and statistics","All",0
"Elizabeth City State U.",599,"physical sciences","All",0
"Elizabeth City State U.",599,"psychology","All",3000
"Elizabeth City State U.",599,"social sciences","All",116000
"Elizabeth City State U.",599,"sciences nec","All",0
"Elizabeth City State U.",599,"engineering","All",0
"Elizabeth City State U.",599,"all non s e fields","All",641000
"Lincoln Memorial U.",599,"all r d expenditures","All",1641000
"Lincoln Memorial U.",599,"computer and information sciences","All",0
"Lincoln Memorial U.",599,"geosciences atmospheric sciences and ocean sciences","All",0
"Lincoln Memorial U.",599,"life sciences","All",1622000
"Lincoln Memorial U.",599,"mathematics and statistics","All",0
"Lincoln Memorial U.",599,"physical sciences","All",0
"Lincoln Memorial U.",599,"psychology","All",0
"Lincoln Memorial U.",599,"social sciences","All",0
"Lincoln Memorial U.",599,"sciences nec","All",0
"Lincoln Memorial U.",599,"engineering","All",0
"Lincoln Memorial U.",599,"all non s e fields","All",19000
"Norwich U.",601,"all r d expenditures","All",1637000
"Norwich U.",601,"computer and information sciences","All",0
"Norwich U.",601,"geosciences atmospheric sciences and ocean sciences","All",77000
"Norwich U.",601,"life sciences","All",301000
"Norwich U.",601,"mathematics and statistics","All",178000
"Norwich U.",601,"physical sciences","All",2e+05
"Norwich U.",601,"psychology","All",350000
"Norwich U.",601,"social sciences","All",1000
"Norwich U.",601,"sciences nec","All",196000
"Norwich U.",601,"engineering","All",124000
"Norwich U.",601,"all non s e fields","All",210000
"Colorado State U., Pueblo",602,"all r d expenditures","All",1624000
"Colorado State U., Pueblo",602,"computer and information sciences","All",158000
"Colorado State U., Pueblo",602,"geosciences atmospheric sciences and ocean sciences","All",0
"Colorado State U., Pueblo",602,"life sciences","All",1395000
"Colorado State U., Pueblo",602,"mathematics and statistics","All",0
"Colorado State U., Pueblo",602,"physical sciences","All",0
"Colorado State U., Pueblo",602,"psychology","All",0
"Colorado State U., Pueblo",602,"social sciences","All",63000
"Colorado State U., Pueblo",602,"sciences nec","All",0
"Colorado State U., Pueblo",602,"engineering","All",8000
"Colorado State U., Pueblo",602,"all non s e fields","All",0
"U. Puget Sound",603,"all r d expenditures","All",1613000
"U. Puget Sound",603,"computer and information sciences","All",3000
"U. Puget Sound",603,"geosciences atmospheric sciences and ocean sciences","All",65000
"U. Puget Sound",603,"life sciences","All",1166000
"U. Puget Sound",603,"mathematics and statistics","All",3000
"U. Puget Sound",603,"physical sciences","All",127000
"U. Puget Sound",603,"psychology","All",0
"U. Puget Sound",603,"social sciences","All",64000
"U. Puget Sound",603,"sciences nec","All",69000
"U. Puget Sound",603,"engineering","All",0
"U. Puget Sound",603,"all non s e fields","All",116000
"Johnson C. Smith U.",604,"all r d expenditures","All",1602000
"Johnson C. Smith U.",604,"computer and information sciences","All",43000
"Johnson C. Smith U.",604,"geosciences atmospheric sciences and ocean sciences","All",308000
"Johnson C. Smith U.",604,"life sciences","All",98000
"Johnson C. Smith U.",604,"mathematics and statistics","All",0
"Johnson C. Smith U.",604,"physical sciences","All",0
"Johnson C. Smith U.",604,"psychology","All",0
"Johnson C. Smith U.",604,"social sciences","All",0
"Johnson C. Smith U.",604,"sciences nec","All",0
"Johnson C. Smith U.",604,"engineering","All",0
"Johnson C. Smith U.",604,"all non s e fields","All",1153000
"SUNY, Oswego",605,"all r d expenditures","All",1595000
"SUNY, Oswego",605,"computer and information sciences","All",26000
"SUNY, Oswego",605,"geosciences atmospheric sciences and ocean sciences","All",332000
"SUNY, Oswego",605,"life sciences","All",188000
"SUNY, Oswego",605,"mathematics and statistics","All",5000
"SUNY, Oswego",605,"physical sciences","All",315000
"SUNY, Oswego",605,"psychology","All",142000
"SUNY, Oswego",605,"social sciences","All",76000
"SUNY, Oswego",605,"sciences nec","All",251000
"SUNY, Oswego",605,"engineering","All",150000
"SUNY, Oswego",605,"all non s e fields","All",110000
"Indiana U., South Bend",606,"all r d expenditures","All",1593000
"Indiana U., South Bend",606,"computer and information sciences","All",5000
"Indiana U., South Bend",606,"geosciences atmospheric sciences and ocean sciences","All",0
"Indiana U., South Bend",606,"life sciences","All",141000
"Indiana U., South Bend",606,"mathematics and statistics","All",0
"Indiana U., South Bend",606,"physical sciences","All",392000
"Indiana U., South Bend",606,"psychology","All",177000
"Indiana U., South Bend",606,"social sciences","All",34000
"Indiana U., South Bend",606,"sciences nec","All",324000
"Indiana U., South Bend",606,"engineering","All",0
"Indiana U., South Bend",606,"all non s e fields","All",520000
"Texas A&M U.-San Antonio",606,"all r d expenditures","All",1593000
"Texas A&M U.-San Antonio",606,"computer and information sciences","All",117000
"Texas A&M U.-San Antonio",606,"geosciences atmospheric sciences and ocean sciences","All",38000
"Texas A&M U.-San Antonio",606,"life sciences","All",409000
"Texas A&M U.-San Antonio",606,"mathematics and statistics","All",29000
"Texas A&M U.-San Antonio",606,"physical sciences","All",0
"Texas A&M U.-San Antonio",606,"psychology","All",91000
"Texas A&M U.-San Antonio",606,"social sciences","All",87000
"Texas A&M U.-San Antonio",606,"sciences nec","All",53000
"Texas A&M U.-San Antonio",606,"engineering","All",34000
"Texas A&M U.-San Antonio",606,"all non s e fields","All",735000
"Bentley U.",608,"all r d expenditures","All",1589000
"Bentley U.",608,"computer and information sciences","All",8000
"Bentley U.",608,"geosciences atmospheric sciences and ocean sciences","All",138000
"Bentley U.",608,"life sciences","All",947000
"Bentley U.",608,"mathematics and statistics","All",0
"Bentley U.",608,"physical sciences","All",0
"Bentley U.",608,"psychology","All",0
"Bentley U.",608,"social sciences","All",47000
"Bentley U.",608,"sciences nec","All",0
"Bentley U.",608,"engineering","All",72000
"Bentley U.",608,"all non s e fields","All",377000
"Whitman C.",609,"all r d expenditures","All",1568000
"Whitman C.",609,"computer and information sciences","All",17000
"Whitman C.",609,"geosciences atmospheric sciences and ocean sciences","All",221000
"Whitman C.",609,"life sciences","All",311000
"Whitman C.",609,"mathematics and statistics","All",0
"Whitman C.",609,"physical sciences","All",656000
"Whitman C.",609,"psychology","All",93000
"Whitman C.",609,"social sciences","All",94000
"Whitman C.",609,"sciences nec","All",0
"Whitman C.",609,"engineering","All",0
"Whitman C.",609,"all non s e fields","All",176000
"Merrimack C.",610,"all r d expenditures","All",1560000
"Merrimack C.",610,"computer and information sciences","All",0
"Merrimack C.",610,"geosciences atmospheric sciences and ocean sciences","All",0
"Merrimack C.",610,"life sciences","All",1338000
"Merrimack C.",610,"mathematics and statistics","All",16000
"Merrimack C.",610,"physical sciences","All",36000
"Merrimack C.",610,"psychology","All",0
"Merrimack C.",610,"social sciences","All",59000
"Merrimack C.",610,"sciences nec","All",0
"Merrimack C.",610,"engineering","All",16000
"Merrimack C.",610,"all non s e fields","All",95000
"Pratt Institute",611,"all r d expenditures","All",1558000
"Pratt Institute",611,"computer and information sciences","All",0
"Pratt Institute",611,"geosciences atmospheric sciences and ocean sciences","All",0
"Pratt Institute",611,"life sciences","All",0
"Pratt Institute",611,"mathematics and statistics","All",0
"Pratt Institute",611,"physical sciences","All",0
"Pratt Institute",611,"psychology","All",0
"Pratt Institute",611,"social sciences","All",0
"Pratt Institute",611,"sciences nec","All",0
"Pratt Institute",611,"engineering","All",0
"Pratt Institute",611,"all non s e fields","All",1558000
"Willamette U.",612,"all r d expenditures","All",1542000
"Willamette U.",612,"computer and information sciences","All",4000
"Willamette U.",612,"geosciences atmospheric sciences and ocean sciences","All",197000
"Willamette U.",612,"life sciences","All",243000
"Willamette U.",612,"mathematics and statistics","All",8000
"Willamette U.",612,"physical sciences","All",227000
"Willamette U.",612,"psychology","All",69000
"Willamette U.",612,"social sciences","All",0
"Willamette U.",612,"sciences nec","All",70000
"Willamette U.",612,"engineering","All",0
"Willamette U.",612,"all non s e fields","All",724000
"U. Hartford",613,"all r d expenditures","All",1533000
"U. Hartford",613,"computer and information sciences","All",15000
"U. Hartford",613,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Hartford",613,"life sciences","All",115000
"U. Hartford",613,"mathematics and statistics","All",48000
"U. Hartford",613,"physical sciences","All",32000
"U. Hartford",613,"psychology","All",33000
"U. Hartford",613,"social sciences","All",174000
"U. Hartford",613,"sciences nec","All",0
"U. Hartford",613,"engineering","All",1067000
"U. Hartford",613,"all non s e fields","All",49000
"U. Puerto Rico, Cayey",614,"all r d expenditures","All",1519000
"U. Puerto Rico, Cayey",614,"computer and information sciences","All",0
"U. Puerto Rico, Cayey",614,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Puerto Rico, Cayey",614,"life sciences","All",81000
"U. Puerto Rico, Cayey",614,"mathematics and statistics","All",0
"U. Puerto Rico, Cayey",614,"physical sciences","All",248000
"U. Puerto Rico, Cayey",614,"psychology","All",0
"U. Puerto Rico, Cayey",614,"social sciences","All",237000
"U. Puerto Rico, Cayey",614,"sciences nec","All",953000
"U. Puerto Rico, Cayey",614,"engineering","All",0
"U. Puerto Rico, Cayey",614,"all non s e fields","All",0
"Hartford International U. for Religion and Peace",615,"all r d expenditures","All",1485000
"Hartford International U. for Religion and Peace",615,"computer and information sciences","All",0
"Hartford International U. for Religion and Peace",615,"geosciences atmospheric sciences and ocean sciences","All",0
"Hartford International U. for Religion and Peace",615,"life sciences","All",0
"Hartford International U. for Religion and Peace",615,"mathematics and statistics","All",0
"Hartford International U. for Religion and Peace",615,"physical sciences","All",0
"Hartford International U. for Religion and Peace",615,"psychology","All",0
"Hartford International U. for Religion and Peace",615,"social sciences","All",0
"Hartford International U. for Religion and Peace",615,"sciences nec","All",0
"Hartford International U. for Religion and Peace",615,"engineering","All",0
"Hartford International U. for Religion and Peace",615,"all non s e fields","All",1485000
"Fairfield U.",616,"all r d expenditures","All",1484000
"Fairfield U.",616,"computer and information sciences","All",92000
"Fairfield U.",616,"geosciences atmospheric sciences and ocean sciences","All",6000
"Fairfield U.",616,"life sciences","All",131000
"Fairfield U.",616,"mathematics and statistics","All",118000
"Fairfield U.",616,"physical sciences","All",76000
"Fairfield U.",616,"psychology","All",92000
"Fairfield U.",616,"social sciences","All",64000
"Fairfield U.",616,"sciences nec","All",47000
"Fairfield U.",616,"engineering","All",225000
"Fairfield U.",616,"all non s e fields","All",633000
"U. Wisconsin-Platteville",617,"all r d expenditures","All",1481000
"U. Wisconsin-Platteville",617,"computer and information sciences","All",48000
"U. Wisconsin-Platteville",617,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Wisconsin-Platteville",617,"life sciences","All",665000
"U. Wisconsin-Platteville",617,"mathematics and statistics","All",25000
"U. Wisconsin-Platteville",617,"physical sciences","All",107000
"U. Wisconsin-Platteville",617,"psychology","All",25000
"U. Wisconsin-Platteville",617,"social sciences","All",121000
"U. Wisconsin-Platteville",617,"sciences nec","All",17000
"U. Wisconsin-Platteville",617,"engineering","All",223000
"U. Wisconsin-Platteville",617,"all non s e fields","All",250000
"Saint John's U.",618,"all r d expenditures","All",1479000
"Saint John's U.",618,"computer and information sciences","All",26000
"Saint John's U.",618,"geosciences atmospheric sciences and ocean sciences","All",0
"Saint John's U.",618,"life sciences","All",618000
"Saint John's U.",618,"mathematics and statistics","All",17000
"Saint John's U.",618,"physical sciences","All",142000
"Saint John's U.",618,"psychology","All",49000
"Saint John's U.",618,"social sciences","All",164000
"Saint John's U.",618,"sciences nec","All",0
"Saint John's U.",618,"engineering","All",0
"Saint John's U.",618,"all non s e fields","All",463000
"U. South Carolina, Beaufort",619,"all r d expenditures","All",1466000
"U. South Carolina, Beaufort",619,"computer and information sciences","All",558000
