"institution","rank","field","measure_type","dollars"
"Wheaton C., Wheaton",550,"physical sciences","All",119000
"Wheaton C., Wheaton",550,"psychology","All",542000
"Wheaton C., Wheaton",550,"social sciences","All",825000
"Wheaton C., Wheaton",550,"sciences nec","All",0
"Wheaton C., Wheaton",550,"engineering","All",0
"Wheaton C., Wheaton",550,"all non s e fields","All",270000
"Stockton U.",551,"all r d expenditures","All",2386000
"Stockton U.",551,"computer and information sciences","All",0
"Stockton U.",551,"geosciences atmospheric sciences and ocean sciences","All",964000
"Stockton U.",551,"life sciences","All",313000
"Stockton U.",551,"mathematics and statistics","All",0
"Stockton U.",551,"physical sciences","All",0
"Stockton U.",551,"psychology","All",0
"Stockton U.",551,"social sciences","All",1109000
"Stockton U.",551,"sciences nec","All",0
"Stockton U.",551,"engineering","All",0
"Stockton U.",551,"all non s e fields","All",0
"Skidmore C.",552,"all r d expenditures","All",2384000
"Skidmore C.",552,"computer and information sciences","All",0
"Skidmore C.",552,"geosciences atmospheric sciences and ocean sciences","All",394000
"Skidmore C.",552,"life sciences","All",825000
"Skidmore C.",552,"mathematics and statistics","All",19000
"Skidmore C.",552,"physical sciences","All",456000
"Skidmore C.",552,"psychology","All",324000
"Skidmore C.",552,"social sciences","All",214000
"Skidmore C.",552,"sciences nec","All",0
"Skidmore C.",552,"engineering","All",0
"Skidmore C.",552,"all non s e fields","All",152000
"Hobart and William Smith Colleges",553,"all r d expenditures","All",2373000
"Hobart and William Smith Colleges",553,"computer and information sciences","All",16000
"Hobart and William Smith Colleges",553,"geosciences atmospheric sciences and ocean sciences","All",3e+05
"Hobart and William Smith Colleges",553,"life sciences","All",1653000
"Hobart and William Smith Colleges",553,"mathematics and statistics","All",15000
"Hobart and William Smith Colleges",553,"physical sciences","All",211000
"Hobart and William Smith Colleges",553,"psychology","All",2000
"Hobart and William Smith Colleges",553,"social sciences","All",40000
"Hobart and William Smith Colleges",553,"sciences nec","All",19000
"Hobart and William Smith Colleges",553,"engineering","All",0
"Hobart and William Smith Colleges",553,"all non s e fields","All",117000
"Virginia Military Institute",554,"all r d expenditures","All",2350000
"Virginia Military Institute",554,"computer and information sciences","All",1805000
"Virginia Military Institute",554,"geosciences atmospheric sciences and ocean sciences","All",0
"Virginia Military Institute",554,"life sciences","All",88000
"Virginia Military Institute",554,"mathematics and statistics","All",46000
"Virginia Military Institute",554,"physical sciences","All",108000
"Virginia Military Institute",554,"psychology","All",0
"Virginia Military Institute",554,"social sciences","All",29000
"Virginia Military Institute",554,"sciences nec","All",0
"Virginia Military Institute",554,"engineering","All",147000
"Virginia Military Institute",554,"all non s e fields","All",127000
"Benedict C.",555,"all r d expenditures","All",2307000
"Benedict C.",555,"computer and information sciences","All",189000
"Benedict C.",555,"geosciences atmospheric sciences and ocean sciences","All",0
"Benedict C.",555,"life sciences","All",354000
"Benedict C.",555,"mathematics and statistics","All",187000
"Benedict C.",555,"physical sciences","All",149000
"Benedict C.",555,"psychology","All",0
"Benedict C.",555,"social sciences","All",0
"Benedict C.",555,"sciences nec","All",0
"Benedict C.",555,"engineering","All",1428000
"Benedict C.",555,"all non s e fields","All",0
"California State U., Stanislaus",556,"all r d expenditures","All",2305000
"California State U., Stanislaus",556,"computer and information sciences","All",125000
"California State U., Stanislaus",556,"geosciences atmospheric sciences and ocean sciences","All",2000
"California State U., Stanislaus",556,"life sciences","All",813000
"California State U., Stanislaus",556,"mathematics and statistics","All",281000
"California State U., Stanislaus",556,"physical sciences","All",203000
"California State U., Stanislaus",556,"psychology","All",364000
"California State U., Stanislaus",556,"social sciences","All",441000
"California State U., Stanislaus",556,"sciences nec","All",0
"California State U., Stanislaus",556,"engineering","All",0
"California State U., Stanislaus",556,"all non s e fields","All",76000
"Dillard U.",557,"all r d expenditures","All",2296000
"Dillard U.",557,"computer and information sciences","All",0
"Dillard U.",557,"geosciences atmospheric sciences and ocean sciences","All",33000
"Dillard U.",557,"life sciences","All",1498000
"Dillard U.",557,"mathematics and statistics","All",14000
"Dillard U.",557,"physical sciences","All",163000
"Dillard U.",557,"psychology","All",0
"Dillard U.",557,"social sciences","All",1000
"Dillard U.",557,"sciences nec","All",198000
"Dillard U.",557,"engineering","All",85000
"Dillard U.",557,"all non s e fields","All",304000
"U. of St. Thomas (MN)",558,"all r d expenditures","All",2280000
"U. of St. Thomas (MN)",558,"computer and information sciences","All",2000
"U. of St. Thomas (MN)",558,"geosciences atmospheric sciences and ocean sciences","All",5000
"U. of St. Thomas (MN)",558,"life sciences","All",143000
"U. of St. Thomas (MN)",558,"mathematics and statistics","All",1000
"U. of St. Thomas (MN)",558,"physical sciences","All",338000
"U. of St. Thomas (MN)",558,"psychology","All",336000
"U. of St. Thomas (MN)",558,"social sciences","All",13000
"U. of St. Thomas (MN)",558,"sciences nec","All",0
"U. of St. Thomas (MN)",558,"engineering","All",1145000
"U. of St. Thomas (MN)",558,"all non s e fields","All",297000
"Furman U.",559,"all r d expenditures","All",2267000
"Furman U.",559,"computer and information sciences","All",12000
"Furman U.",559,"geosciences atmospheric sciences and ocean sciences","All",172000
"Furman U.",559,"life sciences","All",574000
"Furman U.",559,"mathematics and statistics","All",0
"Furman U.",559,"physical sciences","All",1250000
"Furman U.",559,"psychology","All",173000
"Furman U.",559,"social sciences","All",12000
"Furman U.",559,"sciences nec","All",0
"Furman U.",559,"engineering","All",0
"Furman U.",559,"all non s e fields","All",74000
"Northeastern Illinois U.",560,"all r d expenditures","All",2262000
"Northeastern Illinois U.",560,"computer and information sciences","All",481000
"Northeastern Illinois U.",560,"geosciences atmospheric sciences and ocean sciences","All",44000
"Northeastern Illinois U.",560,"life sciences","All",1271000
"Northeastern Illinois U.",560,"mathematics and statistics","All",0
"Northeastern Illinois U.",560,"physical sciences","All",0
"Northeastern Illinois U.",560,"psychology","All",0
"Northeastern Illinois U.",560,"social sciences","All",11000
"Northeastern Illinois U.",560,"sciences nec","All",0
"Northeastern Illinois U.",560,"engineering","All",0
"Northeastern Illinois U.",560,"all non s e fields","All",455000
"Black Hills State U.",561,"all r d expenditures","All",2260000
"Black Hills State U.",561,"computer and information sciences","All",421000
"Black Hills State U.",561,"geosciences atmospheric sciences and ocean sciences","All",0
"Black Hills State U.",561,"life sciences","All",1400000
"Black Hills State U.",561,"mathematics and statistics","All",0
"Black Hills State U.",561,"physical sciences","All",120000
"Black Hills State U.",561,"psychology","All",2000
"Black Hills State U.",561,"social sciences","All",0
"Black Hills State U.",561,"sciences nec","All",0
"Black Hills State U.",561,"engineering","All",0
"Black Hills State U.",561,"all non s e fields","All",317000
"Florida Polytechnic U.",561,"all r d expenditures","All",2260000
"Florida Polytechnic U.",561,"computer and information sciences","All",486000
"Florida Polytechnic U.",561,"geosciences atmospheric sciences and ocean sciences","All",0
"Florida Polytechnic U.",561,"life sciences","All",0
"Florida Polytechnic U.",561,"mathematics and statistics","All",30000
"Florida Polytechnic U.",561,"physical sciences","All",7000
"Florida Polytechnic U.",561,"psychology","All",0
"Florida Polytechnic U.",561,"social sciences","All",75000
"Florida Polytechnic U.",561,"sciences nec","All",0
"Florida Polytechnic U.",561,"engineering","All",1404000
"Florida Polytechnic U.",561,"all non s e fields","All",258000
"U. South Carolina, Aiken",563,"all r d expenditures","All",2250000
"U. South Carolina, Aiken",563,"computer and information sciences","All",3000
"U. South Carolina, Aiken",563,"geosciences atmospheric sciences and ocean sciences","All",124000
"U. South Carolina, Aiken",563,"life sciences","All",784000
"U. South Carolina, Aiken",563,"mathematics and statistics","All",13000
"U. South Carolina, Aiken",563,"physical sciences","All",165000
"U. South Carolina, Aiken",563,"psychology","All",24000
"U. South Carolina, Aiken",563,"social sciences","All",1000
"U. South Carolina, Aiken",563,"sciences nec","All",0
"U. South Carolina, Aiken",563,"engineering","All",126000
"U. South Carolina, Aiken",563,"all non s e fields","All",1010000
"U. of the Incarnate Word",564,"all r d expenditures","All",2245000
"U. of the Incarnate Word",564,"computer and information sciences","All",10000
"U. of the Incarnate Word",564,"geosciences atmospheric sciences and ocean sciences","All",6000
"U. of the Incarnate Word",564,"life sciences","All",1324000
"U. of the Incarnate Word",564,"mathematics and statistics","All",0
"U. of the Incarnate Word",564,"physical sciences","All",349000
"U. of the Incarnate Word",564,"psychology","All",0
"U. of the Incarnate Word",564,"social sciences","All",0
"U. of the Incarnate Word",564,"sciences nec","All",0
"U. of the Incarnate Word",564,"engineering","All",289000
"U. of the Incarnate Word",564,"all non s e fields","All",267000
"C. Wooster",565,"all r d expenditures","All",2209000
"C. Wooster",565,"computer and information sciences","All",789000
"C. Wooster",565,"geosciences atmospheric sciences and ocean sciences","All",176000
"C. Wooster",565,"life sciences","All",224000
"C. Wooster",565,"mathematics and statistics","All",123000
"C. Wooster",565,"physical sciences","All",524000
"C. Wooster",565,"psychology","All",12000
"C. Wooster",565,"social sciences","All",168000
"C. Wooster",565,"sciences nec","All",0
"C. Wooster",565,"engineering","All",0
"C. Wooster",565,"all non s e fields","All",193000
"U. Louisiana, Monroe",566,"all r d expenditures","All",2203000
"U. Louisiana, Monroe",566,"computer and information sciences","All",0
"U. Louisiana, Monroe",566,"geosciences atmospheric sciences and ocean sciences","All",127000
"U. Louisiana, Monroe",566,"life sciences","All",1682000
"U. Louisiana, Monroe",566,"mathematics and statistics","All",0
"U. Louisiana, Monroe",566,"physical sciences","All",195000
"U. Louisiana, Monroe",566,"psychology","All",0
"U. Louisiana, Monroe",566,"social sciences","All",169000
"U. Louisiana, Monroe",566,"sciences nec","All",0
"U. Louisiana, Monroe",566,"engineering","All",0
"U. Louisiana, Monroe",566,"all non s e fields","All",30000
"U. Wisconsin-Eau Claire",567,"all r d expenditures","All",2191000
"U. Wisconsin-Eau Claire",567,"computer and information sciences","All",0
"U. Wisconsin-Eau Claire",567,"geosciences atmospheric sciences and ocean sciences","All",302000
"U. Wisconsin-Eau Claire",567,"life sciences","All",139000
"U. Wisconsin-Eau Claire",567,"mathematics and statistics","All",22000
"U. Wisconsin-Eau Claire",567,"physical sciences","All",1160000
"U. Wisconsin-Eau Claire",567,"psychology","All",327000
"U. Wisconsin-Eau Claire",567,"social sciences","All",175000
"U. Wisconsin-Eau Claire",567,"sciences nec","All",0
"U. Wisconsin-Eau Claire",567,"engineering","All",0
"U. Wisconsin-Eau Claire",567,"all non s e fields","All",66000
"U. Ana G. Mendez, Gurabo",568,"all r d expenditures","All",2132000
"U. Ana G. Mendez, Gurabo",568,"computer and information sciences","All",0
"U. Ana G. Mendez, Gurabo",568,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Ana G. Mendez, Gurabo",568,"life sciences","All",0
"U. Ana G. Mendez, Gurabo",568,"mathematics and statistics","All",0
"U. Ana G. Mendez, Gurabo",568,"physical sciences","All",0
"U. Ana G. Mendez, Gurabo",568,"psychology","All",0
"U. Ana G. Mendez, Gurabo",568,"social sciences","All",0
"U. Ana G. Mendez, Gurabo",568,"sciences nec","All",0
"U. Ana G. Mendez, Gurabo",568,"engineering","All",0
"U. Ana G. Mendez, Gurabo",568,"all non s e fields","All",2132000
"U. Houston-Clear Lake",569,"all r d expenditures","All",2127000
"U. Houston-Clear Lake",569,"computer and information sciences","All",57000
"U. Houston-Clear Lake",569,"geosciences atmospheric sciences and ocean sciences","All",0
"U. Houston-Clear Lake",569,"life sciences","All",1369000
"U. Houston-Clear Lake",569,"mathematics and statistics","All",0
"U. Houston-Clear Lake",569,"physical sciences","All",206000
"U. Houston-Clear Lake",569,"psychology","All",103000
"U. Houston-Clear Lake",569,"social sciences","All",56000
"U. Houston-Clear Lake",569,"sciences nec","All",5000
"U. Houston-Clear Lake",569,"engineering","All",184000
"U. Houston-Clear Lake",569,"all non s e fields","All",147000
"Bates C.",570,"all r d expenditures","All",2118000
"Bates C.",570,"computer and information sciences","All",221000
"Bates C.",570,"geosciences atmospheric sciences and ocean sciences","All",118000
"Bates C.",570,"life sciences","All",1378000
"Bates C.",570,"mathematics and statistics","All",11000
"Bates C.",570,"physical sciences","All",175000
"Bates C.",570,"psychology","All",60000
"Bates C.",570,"social sciences","All",73000
"Bates C.",570,"sciences nec","All",0
"Bates C.",570,"engineering","All",0
"Bates C.",570,"all non s e fields","All",82000
"U. Wisconsin-Oshkosh",571,"all r d expenditures","All",2087000
"U. Wisconsin-Oshkosh",571,"computer and information sciences","All",10000
"U. Wisconsin-Oshkosh",571,"geosciences atmospheric sciences and ocean sciences","All",28000
"U. Wisconsin-Oshkosh",571,"life sciences","All",810000
"U. Wisconsin-Oshkosh",571,"mathematics and statistics","All",0
"U. Wisconsin-Oshkosh",571,"physical sciences","All",196000
"U. Wisconsin-Oshkosh",571,"psychology","All",10000
"U. Wisconsin-Oshkosh",571,"social sciences","All",129000
"U. Wisconsin-Oshkosh",571,"sciences nec","All",0
"U. Wisconsin-Oshkosh",571,"engineering","All",157000
"U. Wisconsin-Oshkosh",571,"all non s e fields","All",747000
"U. Puerto Rico, Humacao",572,"all r d expenditures","All",2074000
"U. Puerto Rico, Humacao",572,"computer and information sciences","All",0
"U. Puerto Rico, Humacao",572,"geosciences atmospheric sciences and ocean sciences","All",105000
"U. Puerto Rico, Humacao",572,"life sciences","All",117000
"U. Puerto Rico, Humacao",572,"mathematics and statistics","All",0
"U. Puerto Rico, Humacao",572,"physical sciences","All",1852000
"U. Puerto Rico, Humacao",572,"psychology","All",0
"U. Puerto Rico, Humacao",572,"social sciences","All",0
"U. Puerto Rico, Humacao",572,"sciences nec","All",0
"U. Puerto Rico, Humacao",572,"engineering","All",0
"U. Puerto Rico, Humacao",572,"all non s e fields","All",0
"Northwestern State U. Louisiana",573,"all r d expenditures","All",2057000
"Northwestern State U. Louisiana",573,"computer and information sciences","All",147000
"Northwestern State U. Louisiana",573,"geosciences atmospheric sciences and ocean sciences","All",0
"Northwestern State U. Louisiana",573,"life sciences","All",204000
"Northwestern State U. Louisiana",573,"mathematics and statistics","All",26000
"Northwestern State U. Louisiana",573,"physical sciences","All",0
"Northwestern State U. Louisiana",573,"psychology","All",8000
"Northwestern State U. Louisiana",573,"social sciences","All",978000
"Northwestern State U. Louisiana",573,"sciences nec","All",0
"Northwestern State U. Louisiana",573,"engineering","All",9000
"Northwestern State U. Louisiana",573,"all non s e fields","All",685000
"Utah Valley U.",574,"all r d expenditures","All",2015000
"Utah Valley U.",574,"computer and information sciences","All",115000
"Utah Valley U.",574,"geosciences atmospheric sciences and ocean sciences","All",96000
"Utah Valley U.",574,"life sciences","All",256000
"Utah Valley U.",574,"mathematics and statistics","All",159000
"Utah Valley U.",574,"physical sciences","All",563000
"Utah Valley U.",574,"psychology","All",0
"Utah Valley U.",574,"social sciences","All",0
"Utah Valley U.",574,"sciences nec","All",152000
"Utah Valley U.",574,"engineering","All",668000
"Utah Valley U.",574,"all non s e fields","All",6000
"Lafayette C.",575,"all r d expenditures","All",1991000
"Lafayette C.",575,"computer and information sciences","All",117000
"Lafayette C.",575,"geosciences atmospheric sciences and ocean sciences","All",80000
"Lafayette C.",575,"life sciences","All",197000
"Lafayette C.",575,"mathematics and statistics","All",118000
"Lafayette C.",575,"physical sciences","All",445000
"Lafayette C.",575,"psychology","All",76000
"Lafayette C.",575,"social sciences","All",164000
"Lafayette C.",575,"sciences nec","All",0
"Lafayette C.",575,"engineering","All",581000
"Lafayette C.",575,"all non s e fields","All",213000
"U. of the Pacific",576,"all r d expenditures","All",1972000
"U. of the Pacific",576,"computer and information sciences","All",87000
"U. of the Pacific",576,"geosciences atmospheric sciences and ocean sciences","All",221000
"U. of the Pacific",576,"life sciences","All",1448000
"U. of the Pacific",576,"mathematics and statistics","All",0
"U. of the Pacific",576,"physical sciences","All",88000
"U. of the Pacific",576,"psychology","All",0
"U. of the Pacific",576,"social sciences","All",0
"U. of the Pacific",576,"sciences nec","All",0
"U. of the Pacific",576,"engineering","All",128000
"U. of the Pacific",576,"all non s e fields","All",0
"U. Houston-Downtown",577,"all r d expenditures","All",1967000
"U. Houston-Downtown",577,"computer and information sciences","All",367000
"U. Houston-Downtown",577,"geosciences atmospheric sciences and ocean sciences","All",30000
"U. Houston-Downtown",577,"life sciences","All",245000
"U. Houston-Downtown",577,"mathematics and statistics","All",35000
"U. Houston-Downtown",577,"physical sciences","All",110000
"U. Houston-Downtown",577,"psychology","All",41000
"U. Houston-Downtown",577,"social sciences","All",0
"U. Houston-Downtown",577,"sciences nec","All",0
"U. Houston-Downtown",577,"engineering","All",79000
"U. Houston-Downtown",577,"all non s e fields","All",1060000
"SUNY, Geneseo",578,"all r d expenditures","All",1958000
"SUNY, Geneseo",578,"computer and information sciences","All",0
"SUNY, Geneseo",578,"geosciences atmospheric sciences and ocean sciences","All",55000
"SUNY, Geneseo",578,"life sciences","All",286000
"SUNY, Geneseo",578,"mathematics and statistics","All",7000
"SUNY, Geneseo",578,"physical sciences","All",1176000
"SUNY, Geneseo",578,"psychology","All",149000
"SUNY, Geneseo",578,"social sciences","All",39000
"SUNY, Geneseo",578,"sciences nec","All",0
"SUNY, Geneseo",578,"engineering","All",0
"SUNY, Geneseo",578,"all non s e fields","All",246000
"Babson C.",579,"all r d expenditures","All",1957000
"Babson C.",579,"computer and information sciences","All",0
"Babson C.",579,"geosciences atmospheric sciences and ocean sciences","All",0
"Babson C.",579,"life sciences","All",2000
"Babson C.",579,"mathematics and statistics","All",55000
"Babson C.",579,"physical sciences","All",0
"Babson C.",579,"psychology","All",0
"Babson C.",579,"social sciences","All",470000
"Babson C.",579,"sciences nec","All",0
"Babson C.",579,"engineering","All",0
"Babson C.",579,"all non s e fields","All",1430000
"Lipscomb U.",580,"all r d expenditures","All",1946000
"Lipscomb U.",580,"computer and information sciences","All",0
"Lipscomb U.",580,"geosciences atmospheric sciences and ocean sciences","All",0
"Lipscomb U.",580,"life sciences","All",360000
"Lipscomb U.",580,"mathematics and statistics","All",0
"Lipscomb U.",580,"physical sciences","All",6000
"Lipscomb U.",580,"psychology","All",0
"Lipscomb U.",580,"social sciences","All",0
"Lipscomb U.",580,"sciences nec","All",0
"Lipscomb U.",580,"engineering","All",153000
"Lipscomb U.",580,"all non s e fields","All",1427000
"Macalester C.",581,"all r d expenditures","All",1935000
"Macalester C.",581,"computer and information sciences","All",48000
"Macalester C.",581,"geosciences atmospheric sciences and ocean sciences","All",238000
"Macalester C.",581,"life sciences","All",352000
"Macalester C.",581,"mathematics and statistics","All",96000
"Macalester C.",581,"physical sciences","All",682000
"Macalester C.",581,"psychology","All",8000
"Macalester C.",581,"social sciences","All",251000
"Macalester C.",581,"sciences nec","All",0
"Macalester C.",581,"engineering","All",0
"Macalester C.",581,"all non s e fields","All",260000
"Albany State U.",582,"all r d expenditures","All",1932000
"Albany State U.",582,"computer and information sciences","All",57000
"Albany State U.",582,"geosciences atmospheric sciences and ocean sciences","All",0
"Albany State U.",582,"life sciences","All",158000
"Albany State U.",582,"mathematics and statistics","All",60000
"Albany State U.",582,"physical sciences","All",111000
"Albany State U.",582,"psychology","All",0
"Albany State U.",582,"social sciences","All",169000
"Albany State U.",582,"sciences nec","All",188000
"Albany State U.",582,"engineering","All",1177000
"Albany State U.",582,"all non s e fields","All",12000
"Ferris State U.",583,"all r d expenditures","All",1915000
"Ferris State U.",583,"computer and information sciences","All",0
"Ferris State U.",583,"geosciences atmospheric sciences and ocean sciences","All",0
"Ferris State U.",583,"life sciences","All",1411000
"Ferris State U.",583,"mathematics and statistics","All",252000
"Ferris State U.",583,"physical sciences","All",179000
"Ferris State U.",583,"psychology","All",0
"Ferris State U.",583,"social sciences","All",0
"Ferris State U.",583,"sciences nec","All",9000
"Ferris State U.",583,"engineering","All",0
"Ferris State U.",583,"all non s e fields","All",64000
"Liberty U.",584,"all r d expenditures","All",1900000
"Liberty U.",584,"computer and information sciences","All",369000
"Liberty U.",584,"geosciences atmospheric sciences and ocean sciences","All",0
"Liberty U.",584,"life sciences","All",728000
"Liberty U.",584,"mathematics and statistics","All",0
"Liberty U.",584,"physical sciences","All",0
"Liberty U.",584,"psychology","All",0
"Liberty U.",584,"social sciences","All",0
"Liberty U.",584,"sciences nec","All",0
"Liberty U.",584,"engineering","All",588000
"Liberty U.",584,"all non s e fields","All",215000
"Union C., Schenectady",585,"all r d expenditures","All",1881000
"Union C., Schenectady",585,"computer and information sciences","All",53000
"Union C., Schenectady",585,"geosciences atmospheric sciences and ocean sciences","All",344000
"Union C., Schenectady",585,"life sciences","All",108000
"Union C., Schenectady",585,"mathematics and statistics","All",75000
"Union C., Schenectady",585,"physical sciences","All",383000
"Union C., Schenectady",585,"psychology","All",41000
"Union C., Schenectady",585,"social sciences","All",127000
"Union C., Schenectady",585,"sciences nec","All",14000
"Union C., Schenectady",585,"engineering","All",519000
"Union C., Schenectady",585,"all non s e fields","All",217000
"SUNY, C. Brockport",586,"all r d expenditures","All",1877000
"SUNY, C. Brockport",586,"computer and information sciences","All",12000
"SUNY, C. Brockport",586,"geosciences atmospheric sciences and ocean sciences","All",0
"SUNY, C. Brockport",586,"life sciences","All",1444000
"SUNY, C. Brockport",586,"mathematics and statistics","All",0
"SUNY, C. Brockport",586,"physical sciences","All",310000
"SUNY, C. Brockport",586,"psychology","All",0
"SUNY, C. Brockport",586,"social sciences","All",81000
"SUNY, C. Brockport",586,"sciences nec","All",0
"SUNY, C. Brockport",586,"engineering","All",0
"SUNY, C. Brockport",586,"all non s e fields","All",30000
"Northern Michigan U.",587,"all r d expenditures","All",1871000
"Northern Michigan U.",587,"computer and information sciences","All",30000
"Northern Michigan U.",587,"geosciences atmospheric sciences and ocean sciences","All",1e+05
"Northern Michigan U.",587,"life sciences","All",1080000
"Northern Michigan U.",587,"mathematics and statistics","All",35000
"Northern Michigan U.",587,"physical sciences","All",15000
"Northern Michigan U.",587,"psychology","All",149000
"Northern Michigan U.",587,"social sciences","All",70000
"Northern Michigan U.",587,"sciences nec","All",0
"Northern Michigan U.",587,"engineering","All",0
"Northern Michigan U.",587,"all non s e fields","All",392000
"Alaska Pacific U.",588,"all r d expenditures","All",1823000
"Alaska Pacific U.",588,"computer and information sciences","All",0
"Alaska Pacific U.",588,"geosciences atmospheric sciences and ocean sciences","All",1735000
"Alaska Pacific U.",588,"life sciences","All",7000
"Alaska Pacific U.",588,"mathematics and statistics","All",0
"Alaska Pacific U.",588,"physical sciences","All",0
"Alaska Pacific U.",588,"psychology","All",0
"Alaska Pacific U.",588,"social sciences","All",0
"Alaska Pacific U.",588,"sciences nec","All",0
"Alaska Pacific U.",588,"engineering","All",0
"Alaska Pacific U.",588,"all non s e fields","All",81000
"U. Alaska, Southeast",589,"all r d expenditures","All",1822000
"U. Alaska, Southeast",589,"computer and information sciences","All",0
"U. Alaska, Southeast",589,"geosciences atmospheric sciences and ocean sciences","All",372000
"U. Alaska, Southeast",589,"life sciences","All",566000
"U. Alaska, Southeast",589,"mathematics and statistics","All",0
"U. Alaska, Southeast",589,"physical sciences","All",66000
"U. Alaska, Southeast",589,"psychology","All",0
"U. Alaska, Southeast",589,"social sciences","All",86000
"U. Alaska, Southeast",589,"sciences nec","All",541000
"U. Alaska, Southeast",589,"engineering","All",92000
"U. Alaska, Southeast",589,"all non s e fields","All",99000
"Marshall B. Ketchum U.",590,"all r d expenditures","All",1777000
"Marshall B. Ketchum U.",590,"computer and information sciences","All",0
"Marshall B. Ketchum U.",590,"geosciences atmospheric sciences and ocean sciences","All",0
"Marshall B. Ketchum U.",590,"life sciences","All",1777000
"Marshall B. Ketchum U.",590,"mathematics and statistics","All",0
"Marshall B. Ketchum U.",590,"physical sciences","All",0
"Marshall B. Ketchum U.",590,"psychology","All",0
"Marshall B. Ketchum U.",590,"social sciences","All",0
"Marshall B. Ketchum U.",590,"sciences nec","All",0
"Marshall B. Ketchum U.",590,"engineering","All",0
"Marshall B. Ketchum U.",590,"all non s e fields","All",0
"Nevada State C.",591,"all r d expenditures","All",1744000
"Nevada State C.",591,"computer and information sciences","All",0
"Nevada State C.",591,"geosciences atmospheric sciences and ocean sciences","All",59000
"Nevada State C.",591,"life sciences","All",995000
"Nevada State C.",591,"mathematics and statistics","All",0
"Nevada State C.",591,"physical sciences","All",0
"Nevada State C.",591,"psychology","All",286000
"Nevada State C.",591,"social sciences","All",0
"Nevada State C.",591,"sciences nec","All",0
"Nevada State C.",591,"engineering","All",0
"Nevada State C.",591,"all non s e fields","All",404000
"Palmer C. of Chiropractic, Davenport",592,"all r d expenditures","All",1725000
"Palmer C. of Chiropractic, Davenport",592,"computer and information sciences","All",0
"Palmer C. of Chiropractic, Davenport",592,"geosciences atmospheric sciences and ocean sciences","All",0
"Palmer C. of Chiropractic, Davenport",592,"life sciences","All",1725000
"Palmer C. of Chiropractic, Davenport",592,"mathematics and statistics","All",0
"Palmer C. of Chiropractic, Davenport",592,"physical sciences","All",0
"Palmer C. of Chiropractic, Davenport",592,"psychology","All",0
"Palmer C. of Chiropractic, Davenport",592,"social sciences","All",0
"Palmer C. of Chiropractic, Davenport",592,"sciences nec","All",0
"Palmer C. of Chiropractic, Davenport",592,"engineering","All",0
"Palmer C. of Chiropractic, Davenport",592,"all non s e fields","All",0
"Drake U.",593,"all r d expenditures","All",1724000
"Drake U.",593,"computer and information sciences","All",7000
"Drake U.",593,"geosciences atmospheric sciences and ocean sciences","All",0
"Drake U.",593,"life sciences","All",486000
"Drake U.",593,"mathematics and statistics","All",86000
"Drake U.",593,"physical sciences","All",158000
"Drake U.",593,"psychology","All",6000
"Drake U.",593,"social sciences","All",14000
"Drake U.",593,"sciences nec","All",0
"Drake U.",593,"engineering","All",0
"Drake U.",593,"all non s e fields","All",967000
"St. Olaf C.",593,"all r d expenditures","All",1724000
"St. Olaf C.",593,"computer and information sciences","All",129000
"St. Olaf C.",593,"geosciences atmospheric sciences and ocean sciences","All",111000
"St. Olaf C.",593,"life sciences","All",908000
"St. Olaf C.",593,"mathematics and statistics","All",71000
"St. Olaf C.",593,"physical sciences","All",196000
"St. Olaf C.",593,"psychology","All",42000
"St. Olaf C.",593,"social sciences","All",90000
"St. Olaf C.",593,"sciences nec","All",0
"St. Olaf C.",593,"engineering","All",0
"St. Olaf C.",593,"all non s e fields","All",177000
"SUNY, C. Plattsburgh",595,"all r d expenditures","All",1722000
"SUNY, C. Plattsburgh",595,"computer and information sciences","All",0
"SUNY, C. Plattsburgh",595,"geosciences atmospheric sciences and ocean sciences","All",1078000
"SUNY, C. Plattsburgh",595,"life sciences","All",292000
"SUNY, C. Plattsburgh",595,"mathematics and statistics","All",0
"SUNY, C. Plattsburgh",595,"physical sciences","All",331000
"SUNY, C. Plattsburgh",595,"psychology","All",0
"SUNY, C. Plattsburgh",595,"social sciences","All",21000
"SUNY, C. Plattsburgh",595,"sciences nec","All",0
"SUNY, C. Plattsburgh",595,"engineering","All",0
"SUNY, C. Plattsburgh",595,"all non s e fields","All",0
"CUNY, York C.",596,"all r d expenditures","All",1711000
"CUNY, York C.",596,"computer and information sciences","All",0
"CUNY, York C.",596,"geosciences atmospheric sciences and ocean sciences","All",518000
"CUNY, York C.",596,"life sciences","All",430000
"CUNY, York C.",596,"mathematics and statistics","All",356000
"CUNY, York C.",596,"physical sciences","All",188000
"CUNY, York C.",596,"psychology","All",91000
"CUNY, York C.",596,"social sciences","All",0
"CUNY, York C.",596,"sciences nec","All",0
"CUNY, York C.",596,"engineering","All",0
"CUNY, York C.",596,"all non s e fields","All",128000
"Savannah State U.",597,"all r d expenditures","All",1706000
"Savannah State U.",597,"computer and information sciences","All",0
"Savannah State U.",597,"geosciences atmospheric sciences and ocean sciences","All",522000
"Savannah State U.",597,"life sciences","All",318000
"Savannah State U.",597,"mathematics and statistics","All",0
"Savannah State U.",597,"physical sciences","All",85000
"Savannah State U.",597,"psychology","All",0
"Savannah State U.",597,"social sciences","All",74000
"Savannah State U.",597,"sciences nec","All",205000
