school,department,year,funding
"University Of California, San Diego",Orthopedics,2022,1207467
"University Of California, San Diego",Other Basic Sciences,2022,22998963
"University Of California, San Diego",Otolaryngology,2022,0
"University Of California, San Diego",Pathology,2022,12799853
"University Of California, San Diego",Pediatrics,2022,53399667
"University Of California, San Diego",Pharmacology,2022,31957414
"University Of California, San Diego",Psychiatry,2022,61188201
"University Of California, San Diego",Radiation Diagnostic Oncology,2022,17028745
"University Of California, San Diego",Surgery,2022,8134037
"University Of California, San Diego",Total Funding,2022,477689274
"University Of California, San Francisco",Anatomy/Cell Biology,2022,12324328
"University Of California, San Francisco",Anesthesiology,2022,7474038
"University Of California, San Francisco",Biochemistry,2022,22258377
"University Of California, San Francisco",Dermatology,2022,6739581
"University Of California, San Francisco",Emergency Medicine,2022,691073
"University Of California, San Francisco",Family Medicine,2022,7097763
"University Of California, San Francisco",Internal Medicine,2022,232156755
"University Of California, San Francisco",Microbiology/Immunology/Virology,2022,13564381
"University Of California, San Francisco",Neurology,2022,101921426
"University Of California, San Francisco",Neurosciences,2022,0
"University Of California, San Francisco",Neurosurgery,2022,28858523
"University Of California, San Francisco",None,2022,0
"University Of California, San Francisco",Ob/Gyn,2022,23937064
"University Of California, San Francisco",Ophthalmology,2022,21142970
"University Of California, San Francisco",Orthopedics,2022,4975118
"University Of California, San Francisco",Other Basic Sciences,2022,368385
"University Of California, San Francisco",Other Clinical Sciences,2022,0
"University Of California, San Francisco",Otolaryngology,2022,7418994
"University Of California, San Francisco",Pathology,2022,20358592
"University Of California, San Francisco",Pediatrics,2022,27885590
"University Of California, San Francisco",Pharmacology,2022,85802523
"University Of California, San Francisco",Physical Medicine & Rehab,2022,273644
"University Of California, San Francisco",Physiology,2022,15007315
"University Of California, San Francisco",Psychiatry,2022,33599123
"University Of California, San Francisco",Public Health & Preventive Medicine,2022,23564946
"University Of California, San Francisco",Radiation Diagnostic Oncology,2022,33534520
"University Of California, San Francisco",Social Sciences,2022,3067408
"University Of California, San Francisco",Surgery,2022,10878001
"University Of California, San Francisco",Total Funding,2022,751039395
"University Of California, San Francisco",Urology,2022,6138957
University Of Central Florida,Internal Medicine,2022,1050223
University Of Central Florida,None,2022,454289
University Of Central Florida,Other Basic Sciences,2022,7028856
University Of Central Florida,Public Health & Preventive Medicine,2022,353619
University Of Central Florida,Total Funding,2022,8886987
University Of Chicago,Anesthesiology,2022,1631973
University Of Chicago,Biochemistry,2022,12265840
University Of Chicago,Family Medicine,2022,1284557
University Of Chicago,Genetics,2022,12518326
University Of Chicago,Internal Medicine,2022,91254382
University Of Chicago,Microbiology/Immunology/Virology,2022,3402162
University Of Chicago,Neurology,2022,2739100
University Of Chicago,Neurosurgery,2022,0
University Of Chicago,None,2022,545930
University Of Chicago,Ob/Gyn,2022,3366656
University Of Chicago,Orthopedics,2022,0
University Of Chicago,Otolaryngology,2022,399048
University Of Chicago,Pathology,2022,6997791
University Of Chicago,Pediatrics,2022,8977827
University Of Chicago,Pharmacology,2022,703958
University Of Chicago,Psychiatry,2022,2574794
University Of Chicago,Public Health & Preventive Medicine,2022,15824350
University Of Chicago,Radiation Diagnostic Oncology,2022,5710484
University Of Chicago,Surgery,2022,7543361
University Of Chicago,Total Funding,2022,200715927
University Of Chicago,Urology,2022,22975388
University Of Cincinnati,Administration,2022,0
University Of Cincinnati,Anatomy/Cell Biology,2022,6692438
University Of Cincinnati,Anesthesiology,2022,2155531
University Of Cincinnati,Dermatology,2022,0
University Of Cincinnati,Emergency Medicine,2022,1019651
University Of Cincinnati,Family Medicine,2022,0
University Of Cincinnati,Genetics,2022,3643373
University Of Cincinnati,Internal Medicine,2022,14246061
University Of Cincinnati,Neurology,2022,16716956
University Of Cincinnati,Neurosurgery,2022,404514
University Of Cincinnati,None,2022,0
University Of Cincinnati,Ob/Gyn,2022,0
University Of Cincinnati,Ophthalmology,2022,0
University Of Cincinnati,Orthopedics,2022,519810
University Of Cincinnati,Otolaryngology,2022,810197
University Of Cincinnati,Pathology,2022,6998466
University Of Cincinnati,Pediatrics,2022,0
University Of Cincinnati,Pharmacology,2022,6551713
University Of Cincinnati,Physiology,2022,0
University Of Cincinnati,Psychiatry,2022,4617149
University Of Cincinnati,Public Health & Preventive Medicine,2022,5866843
University Of Cincinnati,Radiation Diagnostic Oncology,2022,674475
University Of Cincinnati,Surgery,2022,1383239
University Of Cincinnati,Total Funding,2022,72300416
University Of Colorado Denver,Anesthesiology,2022,5267693
University Of Colorado Denver,Biochemistry,2022,12877718
University Of Colorado Denver,Biomedical Engineering,2022,3304162
University Of Colorado Denver,Dermatology,2022,4554708
University Of Colorado Denver,Emergency Medicine,2022,2091165
University Of Colorado Denver,Engineering All Types,2022,2289296
University Of Colorado Denver,Family Medicine,2022,1394376
University Of Colorado Denver,Internal Medicine,2022,90340207
University Of Colorado Denver,Microbiology/Immunology/Virology,2022,17094750
University Of Colorado Denver,Neurology,2022,8265813
University Of Colorado Denver,Neurosurgery,2022,676625
University Of Colorado Denver,None,2022,0
University Of Colorado Denver,Nutrition,2022,177440
University Of Colorado Denver,Ob/Gyn,2022,4811877
University Of Colorado Denver,Ophthalmology,2022,2532440
University Of Colorado Denver,Orthopedics,2022,3011568
University Of Colorado Denver,Other Health Professions,2022,0
University Of Colorado Denver,Otolaryngology,2022,3037344
University Of Colorado Denver,Pathology,2022,2253669
University Of Colorado Denver,Pediatrics,2022,63284778
University Of Colorado Denver,Pharmacology,2022,19129498
University Of Colorado Denver,Physical Medicine & Rehab,2022,1926908
University Of Colorado Denver,Physiology,2022,5066105
University Of Colorado Denver,Psychiatry,2022,7920598
University Of Colorado Denver,Public Health & Preventive Medicine,2022,129474
University Of Colorado Denver,Radiation Diagnostic Oncology,2022,2849707
University Of Colorado Denver,Surgery,2022,11507842
University Of Colorado Denver,Total Funding,2022,283765098
University Of Colorado Denver,Urology,2022,7969337
University Of Connecticut Sch Of Med/Dnt,Anatomy/Cell Biology,2022,2236367
University Of Connecticut Sch Of Med/Dnt,Biochemistry,2022,2031750
University Of Connecticut Sch Of Med/Dnt,Genetics,2022,8540756
University Of Connecticut Sch Of Med/Dnt,Internal Medicine,2022,17517826
University Of Connecticut Sch Of Med/Dnt,Microbiology/Immunology/Virology,2022,11120468
University Of Connecticut Sch Of Med/Dnt,Neurology,2022,0
University Of Connecticut Sch Of Med/Dnt,Neurosciences,2022,3768170
University Of Connecticut Sch Of Med/Dnt,None,2022,558729
University Of Connecticut Sch Of Med/Dnt,Orthopedics,2022,2758110
University Of Connecticut Sch Of Med/Dnt,Other Basic Sciences,2022,96922
University Of Connecticut Sch Of Med/Dnt,Other Health Professions,2022,0
University Of Connecticut Sch Of Med/Dnt,Pediatrics,2022,247743
University Of Connecticut Sch Of Med/Dnt,Psychiatry,2022,5005295
University Of Connecticut Sch Of Med/Dnt,Public Health & Preventive Medicine,2022,1191823
University Of Connecticut Sch Of Med/Dnt,Surgery,2022,882617
University Of Connecticut Sch Of Med/Dnt,Total Funding,2022,58163527
University Of Connecticut Sch Of Med/Dnt,Urology,2022,2206951
University Of Florida,Anatomy/Cell Biology,2022,1074857
University Of Florida,Anesthesiology,2022,632737
University Of Florida,Biochemistry,2022,3275143
University Of Florida,Biostatistics/Other Math Science,2022,0
University Of Florida,Dermatology,2022,0
University Of Florida,Emergency Medicine,2022,4447667
University Of Florida,Family Medicine,2022,0
University Of Florida,Genetics,2022,14828944
University Of Florida,Internal Medicine,2022,14839237
University Of Florida,Neurology,2022,0
University Of Florida,Neurosciences,2022,31488847
University Of Florida,Neurosurgery,2022,13844179
University Of Florida,None,2022,0
University Of Florida,Ob/Gyn,2022,0
University Of Florida,Ophthalmology,2022,1607735
University Of Florida,Orthopedics,2022,0
University Of Florida,Other Health Professions,2022,0
University Of Florida,Otolaryngology,2022,0
University Of Florida,Pathology,2022,14650953
University Of Florida,Pediatrics,2022,6060879
University Of Florida,Pharmacology,2022,16674416
University Of Florida,Physiology,2022,6653606
University Of Florida,Psychiatry,2022,3543239
University Of Florida,Radiation Diagnostic Oncology,2022,276030
University Of Florida,Surgery,2022,21073685
University Of Florida,Total Funding,2022,154972154
University Of Florida,Urology,2022,0
University Of Hawaii At Manoa,Anatomy/Cell Biology,2022,2569429
University Of Hawaii At Manoa,Family Medicine,2022,1428502
University Of Hawaii At Manoa,Internal Medicine,2022,9854342
University Of Hawaii At Manoa,None,2022,9488393
University Of Hawaii At Manoa,Ob/Gyn,2022,0
University Of Hawaii At Manoa,Other Clinical Sciences,2022,0
University Of Hawaii At Manoa,Pediatrics,2022,2217630
University Of Hawaii At Manoa,Public Health & Preventive Medicine,2022,157002
University Of Hawaii At Manoa,Total Funding,2022,25715298
University Of Houston,Psychiatry,2022,0
University Of Houston,Public Health & Preventive Medicine,2022,0
University Of Houston,Total Funding,2022,0
University Of Illinois At Chicago,Anatomy/Cell Biology,2022,7741617
University Of Illinois At Chicago,Anesthesiology,2022,2579104
University Of Illinois At Chicago,Biochemistry,2022,3916157
University Of Illinois At Chicago,Biomedical Engineering,2022,2520180
University Of Illinois At Chicago,Emergency Medicine,2022,1265360
University Of Illinois At Chicago,Family Medicine,2022,1264225
University Of Illinois At Chicago,Internal Medicine,2022,26946428
University Of Illinois At Chicago,Microbiology/Immunology/Virology,2022,5445464
University Of Illinois At Chicago,Miscellaneous,2022,0
University Of Illinois At Chicago,Neurology,2022,457496
University Of Illinois At Chicago,None,2022,0
University Of Illinois At Chicago,Ob/Gyn,2022,311640
University Of Illinois At Chicago,Ophthalmology,2022,11139472
University Of Illinois At Chicago,Other Basic Sciences,2022,878725
University Of Illinois At Chicago,Pathology,2022,1335690
University Of Illinois At Chicago,Pediatrics,2022,4702256
University Of Illinois At Chicago,Pharmacology,2022,18008807
University Of Illinois At Chicago,Physiology,2022,4324238
University Of Illinois At Chicago,Psychiatry,2022,16838438
University Of Illinois At Chicago,Radiation Diagnostic Oncology,2022,458422
University Of Illinois At Chicago,Surgery,2022,403577
University Of Illinois At Chicago,Total Funding,2022,111474085
University Of Illinois At Chicago,Urology,2022,936789
University Of Illinois At Urbana-Champaign,Biochemistry,2022,1470930
University Of Illinois At Urbana-Champaign,Pathology,2022,0
University Of Illinois At Urbana-Champaign,Total Funding,2022,1470930
University Of Iowa,Anatomy/Cell Biology,2022,15786033
University Of Iowa,Anesthesiology,2022,1264903
University Of Iowa,Biochemistry,2022,3068873
University Of Iowa,Dermatology,2022,413751
University Of Iowa,Emergency Medicine,2022,39893
University Of Iowa,Family Medicine,2022,0
